size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
114252,0.547,0,4,2,2,0,0
57291,0.244,1,0,0,1,2,0
57291,0.232,10,1,0,1,1,0
48208,0.61,11,2,1,2,1,1
30558,0.545,12,1,0,2,0,2
55348,0.118,13,1,2,0,1,1
47145,0.601,14,3,1,2,2,2
55269,0.619,15,0,3,2,3,2
54586,0.277,16,4,2,1,1,2
57291,0.239,17,1,0,1,3,0
56847,0.554,18,2,3,2,1,1
55843,0.255,19,1,2,1,3,1
54586,0.578,2,1,2,2,2,2
30558,0.58,20,2,0,2,3,2
54586,0.633,21,1,2,2,3,2
104311,0.12,22,3,2,0,1,0
34940,0.112,23,3,1,0,3,1
33742,0.15,24,0,1,0,0,2
48208,0.622,25,3,1,2,3,1
31168,0.239,26,4,0,1,3,1
93827,0.616,27,2,1,2,2,0
47145,0.259,28,1,1,1,1,2
34940,0.115,29,2,1,0,0,1
56847,0.269,3,3,3,1,0,1
34940,0.117,30,1,1,0,2,1
56847,0.273,31,4,3,1,3,1
116719,0.113,32,4,3,0,1,0
55269,0.307,33,4,3,1,2,2
30558,0.594,34,4,0,2,2,2
114252,0.244,35,1,2,1,0,0
117955,0.258,36,1,3,1,0,0
54586,0.598,37,0,2,2,0,2
93827,0.227,38,4,1,1,1,0
58617,0.151,39,0,3,0,0,2
104311,0.13,4,2,2,0,1,0
56847,0.581,40,0,3,2,0,1
55269,0.31,41,1,3,1,0,2
48208,0.252,42,3,1,1,2,1
55348,0.148,43,1,2,0,2,1
114252,0.274,44,2,2,1,2,0
55269,0.639,45,1,3,2,1,2
30558,0.55,46,0,0,2,2,2
33742,0.138,47,2,1,0,2,2
56847,0.232,48,3,3,1,2,1
55843,0.541,49,4,2,2,3,1
55348,0.137,5,0,2,0,3,1
93827,0.535,50,0,1,2,0,0
55843,0.244,51,3,2,1,1,1
34940,0.127,52,0,1,0,0,1
48208,0.609,53,3,1,2,2,1
31168,0.575,54,0,0,2,2,1
30558,0.573,55,3,0,2,0,2
114252,0.226,56,1,2,1,2,0
30558,0.608,57,0,0,2,3,2
33742,0.153,58,1,1,0,2,2
117955,0.608,59,3,3,2,0,0
114252,0.24,6,3,2,1,3,0
93827,0.572,60,3,1,2,2,0
31168,0.258,61,3,0,1,1,1
56847,0.615,62,2,3,2,2,1
114252,0.589,63,0,2,2,0,0
33742,0.151,64,4,1,0,0,2
55843,0.558,65,3,2,2,0,1
34940,0.127,66,3,1,0,0,1
114252,0.584,67,2,2,2,2,0
54586,0.584,68,4,2,2,3,2
54586,0.26,69,2,2,1,2,2
55843,0.566,7,2,2,2,0,1
48208,0.25,70,1,1,1,1,1
48208,0.259,71,0,1,1,2,1
16465,0.088,72,4,0,0,2,1
30558,0.246,73,2,0,1,3,2
59860,0.117,74,1,3,0,0,1
33134,0.117,75,2,0,0,1,0
59860,0.152,76,3,3,0,0,1
55348,0.134,77,0,2,0,1,1
56847,0.267,78,2,3,1,2,1
66549,0.14,79,3,1,0,0,0
57291,0.245,8,4,0,1,1,0
66549,0.11,80,0,1,0,0,0
30558,0.27,81,0,0,1,0,2
33134,0.111,82,1,0,0,2,0
56847,0.624,83,2,3,2,0,1
55843,0.589,84,3,2,2,2,1
31168,0.552,85,0,0,2,0,1
57291,0.222,86,3,0,1,2,0
114252,0.541,87,2,2,2,1,0
54586,0.251,88,3,2,1,2,2
55269,0.284,89,4,3,1,0,2
54586,0.655,9,0,2,2,2,2
54586,0.258,90,4,2,1,2,2
16465,0.106,91,2,0,0,1,1
93827,0.232,92,4,1,1,0,0
33742,0.142,93,4,1,0,1,2
58617,0.143,94,1,3,0,3,2
30558,0.239,95,3,0,1,1,2
15912,0.155,96,3,0,0,3,2
55269,0.637,97,0,3,2,1,2
56847,0.563,98,0,3,2,1,1
55843,0.258,99,2,2,1,3,1
