size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
522298,3.499,0,4,2,2,0,0
439397,1.378,1,0,0,1,2,0
439397,1.371,10,1,0,1,1,0
314385,3.626,11,2,1,2,1,1
328162,3.619,12,1,0,2,0,2
334645,0.452,13,1,2,0,1,1
313404,3.682,14,3,1,2,2,2
311410,3.565,15,0,3,2,3,2
305498,1.366,16,4,2,1,1,2
439397,1.374,17,1,0,1,3,0
312413,3.532,18,2,3,2,1,1
306132,1.426,19,1,2,1,3,1
305498,3.612,2,1,2,2,2,2
328162,3.652,20,2,0,2,3,2
305498,3.643,21,1,2,2,3,2
509767,0.412,22,3,2,0,1,0
289123,0.513,23,3,1,0,3,1
287712,0.592,24,0,1,0,0,2
314385,3.76,25,3,1,2,3,1
329087,1.402,26,4,0,1,3,1
492596,3.585,27,2,1,2,2,0
313404,1.419,28,1,1,1,1,2
289123,0.486,29,2,1,0,0,1
312413,1.436,3,3,3,1,0,1
289123,0.521,30,1,1,0,2,1
312413,1.452,31,4,3,1,3,1
535878,0.394,32,4,3,0,1,0
311410,1.543,33,4,3,1,2,2
328162,3.692,34,4,0,2,2,2
522298,1.287,35,1,2,1,0,0
533573,1.316,36,1,3,1,0,0
305498,3.652,37,0,2,2,0,2
492596,1.331,38,4,1,1,1,0
344605,0.443,39,0,3,0,0,2
509767,0.411,4,2,2,0,1,0
312413,3.774,40,0,3,2,0,1
311410,1.391,41,1,3,1,0,2
314385,1.413,42,3,1,1,2,1
334645,0.484,43,1,2,0,2,1
522298,1.4,44,2,2,1,2,0
311410,3.681,45,1,3,2,1,2
328162,3.639,46,0,0,2,2,2
287712,0.602,47,2,1,0,2,2
312413,1.424,48,3,3,1,2,1
306132,3.797,49,4,2,2,3,1
334645,0.496,5,0,2,0,3,1
492596,3.622,50,0,1,2,0,0
306132,1.366,51,3,2,1,1,1
289123,0.487,52,0,1,0,0,1
314385,3.707,53,3,1,2,2,1
329087,3.595,54,0,0,2,2,1
328162,3.577,55,3,0,2,0,2
522298,1.339,56,1,2,1,2,0
328162,3.64,57,0,0,2,3,2
287712,0.621,58,1,1,0,2,2
533573,3.493,59,3,3,2,0,0
522298,1.317,6,3,2,1,3,0
492596,3.606,60,3,1,2,2,0
329087,1.4,61,3,0,1,1,1
312413,3.552,62,2,3,2,2,1
522298,3.534,63,0,2,2,0,0
287712,0.596,64,4,1,0,0,2
306132,3.552,65,3,2,2,0,1
289123,0.481,66,3,1,0,0,1
522298,3.652,67,2,2,2,2,0
305498,3.611,68,4,2,2,3,2
305498,1.44,69,2,2,1,2,2
306132,3.559,7,2,2,2,0,1
314385,1.41,70,1,1,1,1,1
314385,1.426,71,0,1,1,2,1
243442,0.473,72,4,0,0,2,1
328162,1.52,73,2,0,1,3,2
345434,0.423,74,1,3,0,0,1
263323,0.456,75,2,0,0,1,0
345434,0.436,76,3,3,0,0,1
334645,0.493,77,0,2,0,1,1
312413,1.452,78,2,3,1,2,1
369728,0.492,79,3,1,0,0,0
439397,1.379,8,4,0,1,1,0
369728,0.449,80,0,1,0,0,0
328162,1.491,81,0,0,1,0,2
263323,0.468,82,1,0,0,2,0
312413,3.71,83,2,3,2,0,1
306132,3.596,84,3,2,2,2,1
329087,3.525,85,0,0,2,0,1
439397,1.327,86,3,0,1,2,0
522298,3.52,87,2,2,2,1,0
305498,1.419,88,3,2,1,2,2
311410,1.376,89,4,3,1,0,2
305498,3.617,9,0,2,2,2,2
305498,1.394,90,4,2,1,2,2
243442,0.472,91,2,0,0,1,1
492596,1.469,92,4,1,1,0,0
287712,0.569,93,4,1,0,1,2
344605,0.457,94,1,3,0,3,2
328162,1.491,95,3,0,1,1,2
241034,0.671,96,3,0,0,3,2
311410,3.763,97,0,3,2,1,2
312413,3.517,98,0,3,2,1,1
306132,1.458,99,2,2,1,3,1
