size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
498216,2.629,0,4,2,2,0,0
359768,1.003,1,0,0,1,2,0
359768,1.036,10,1,0,1,1,0
250120,2.671,11,2,1,2,1,1
273244,2.716,12,1,0,2,0,2
281909,0.449,13,1,2,0,1,1
248336,2.796,14,3,1,2,2,2
250965,2.77,15,0,3,2,3,2
259227,1.153,16,4,2,1,1,2
359768,0.991,17,1,0,1,3,0
253071,2.64,18,2,3,2,1,1
259351,1.144,19,1,2,1,3,1
259227,2.851,2,1,2,2,2,2
273244,2.759,20,2,0,2,3,2
259227,2.767,21,1,2,2,3,2
461411,0.386,22,3,2,0,1,0
207279,0.416,23,3,1,0,3,1
201241,0.726,24,0,1,0,0,2
250120,2.76,25,3,1,2,3,1
274543,1.027,26,4,0,1,3,1
374977,2.642,27,2,1,2,2,0
248336,1.18,28,1,1,1,1,2
207279,0.402,29,2,1,0,0,1
253071,1.088,3,3,3,1,0,1
207279,0.461,30,1,1,0,2,1
253071,1.109,31,4,3,1,3,1
504593,0.342,32,4,3,0,1,0
250965,1.203,33,4,3,1,2,2
273244,2.785,34,4,0,2,2,2
498216,1.093,35,1,2,1,0,0
504544,0.967,36,1,3,1,0,0
259227,2.747,37,0,2,2,0,2
374977,1.011,38,4,1,1,1,0
283635,0.437,39,0,3,0,0,2
461411,0.414,4,2,2,0,1,0
253071,2.722,40,0,3,2,0,1
250965,1.108,41,1,3,1,0,2
250120,1.077,42,3,1,1,2,1
281909,0.48,43,1,2,0,2,1
498216,1.085,44,2,2,1,2,0
250965,2.787,45,1,3,2,1,2
273244,2.757,46,0,0,2,2,2
201241,0.71,47,2,1,0,2,2
253071,1.094,48,3,3,1,2,1
259351,2.774,49,4,2,2,3,1
281909,0.466,5,0,2,0,3,1
374977,2.668,50,0,1,2,0,0
259351,1.138,51,3,2,1,1,1
207279,0.415,52,0,1,0,0,1
250120,2.744,53,3,1,2,2,1
274543,2.706,54,0,0,2,2,1
273244,2.731,55,3,0,2,0,2
498216,1.101,56,1,2,1,2,0
273244,2.752,57,0,0,2,3,2
201241,0.726,58,1,1,0,2,2
504544,2.653,59,3,3,2,0,0
498216,1.041,6,3,2,1,3,0
374977,2.68,60,3,1,2,2,0
274543,1.041,61,3,0,1,1,1
253071,2.673,62,2,3,2,2,1
498216,2.611,63,0,2,2,0,0
201241,0.69,64,4,1,0,0,2
259351,2.745,65,3,2,2,0,1
207279,0.379,66,3,1,0,0,1
498216,2.667,67,2,2,2,2,0
259227,2.767,68,4,2,2,3,2
259227,1.221,69,2,2,1,2,2
259351,2.681,7,2,2,2,0,1
250120,1.042,70,1,1,1,1,1
250120,1.091,71,0,1,1,2,1
197272,0.403,72,4,0,0,2,1
273244,1.186,73,2,0,1,3,2
284322,0.453,74,1,3,0,0,1
214880,0.355,75,2,0,0,1,0
284322,0.394,76,3,3,0,0,1
281909,0.488,77,0,2,0,1,1
253071,1.097,78,2,3,1,2,1
266184,0.364,79,3,1,0,0,0
359768,1.113,8,4,0,1,1,0
266184,0.389,80,0,1,0,0,0
273244,1.167,81,0,0,1,0,2
214880,0.404,82,1,0,0,2,0
253071,2.733,83,2,3,2,0,1
259351,2.757,84,3,2,2,2,1
274543,2.648,85,0,0,2,0,1
359768,1.064,86,3,0,1,2,0
498216,2.67,87,2,2,2,1,0
259227,1.179,88,3,2,1,2,2
250965,1.134,89,4,3,1,0,2
259227,2.802,9,0,2,2,2,2
259227,1.176,90,4,2,1,2,2
197272,0.397,91,2,0,0,1,1
374977,1.079,92,4,1,1,0,0
201241,0.705,93,4,1,0,1,2
283635,0.494,94,1,3,0,3,2
273244,1.182,95,3,0,1,1,2
192455,0.677,96,3,0,0,3,2
250965,2.812,97,0,3,2,1,2
253071,2.615,98,0,3,2,1,1
259351,1.143,99,2,2,1,3,1
