size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
411849,2.353,0,4,2,2,0,0
194297,0.976,1,0,0,1,2,0
194297,0.892,10,1,0,1,1,0
155711,2.337,11,2,1,2,1,1
100197,2.394,12,1,0,2,0,2
198573,0.358,13,1,2,0,1,1
151634,2.576,14,3,1,2,2,2
191543,2.57,15,0,3,2,3,2
193875,1.074,16,4,2,1,1,2
194297,0.952,17,1,0,1,3,0
198798,2.332,18,2,3,2,1,1
198662,0.996,19,1,2,1,3,1
193875,2.611,2,1,2,2,2,2
100197,2.422,20,2,0,2,3,2
193875,2.524,21,1,2,2,3,2
376473,0.31,22,3,2,0,1,0
113699,0.35,23,3,1,0,3,1
108754,0.532,24,0,1,0,0,2
155711,2.472,25,3,1,2,3,1
102625,0.91,26,4,0,1,3,1
299577,2.363,27,2,1,2,2,0
151634,1.006,28,1,1,1,1,2
113699,0.34,29,2,1,0,0,1
198798,0.868,3,3,3,1,0,1
113699,0.346,30,1,1,0,2,1
198798,0.964,31,4,3,1,3,1
431301,0.296,32,4,3,0,1,0
191543,1.253,33,4,3,1,2,2
100197,2.476,34,4,0,2,2,2
411849,0.863,35,1,2,1,0,0
438163,0.84,36,1,3,1,0,0
193875,2.505,37,0,2,2,0,2
299577,0.913,38,4,1,1,1,0
208105,0.515,39,0,3,0,0,2
376473,0.309,4,2,2,0,1,0
198798,2.408,40,0,3,2,0,1
191543,1.124,41,1,3,1,0,2
155711,1.0,42,3,1,1,2,1
198573,0.326,43,1,2,0,2,1
411849,0.921,44,2,2,1,2,0
191543,2.649,45,1,3,2,1,2
100197,2.383,46,0,0,2,2,2
108754,0.508,47,2,1,0,2,2
198798,0.864,48,3,3,1,2,1
198662,2.361,49,4,2,2,3,1
198573,0.333,5,0,2,0,3,1
299577,2.342,50,0,1,2,0,0
198662,0.907,51,3,2,1,1,1
113699,0.365,52,0,1,0,0,1
155711,2.431,53,3,1,2,2,1
102625,2.354,54,0,0,2,2,1
100197,2.387,55,3,0,2,0,2
411849,0.876,56,1,2,1,2,0
100197,2.468,57,0,0,2,3,2
108754,0.457,58,1,1,0,2,2
438163,2.316,59,3,3,2,0,0
411849,0.894,6,3,2,1,3,0
299577,2.343,60,3,1,2,2,0
102625,0.889,61,3,0,1,1,1
198798,2.343,62,2,3,2,2,1
411849,2.302,63,0,2,2,0,0
108754,0.454,64,4,1,0,0,2
198662,2.38,65,3,2,2,0,1
113699,0.339,66,3,1,0,0,1
411849,2.304,67,2,2,2,2,0
193875,2.527,68,4,2,2,3,2
193875,1.082,69,2,2,1,2,2
198662,2.35,7,2,2,2,0,1
155711,0.928,70,1,1,1,1,1
155711,1.005,71,0,1,1,2,1
54560,0.325,72,4,0,0,2,1
100197,1.029,73,2,0,1,3,2
213451,0.304,74,1,3,0,0,1
121804,0.362,75,2,0,0,1,0
213451,0.29,76,3,3,0,0,1
198573,0.327,77,0,2,0,1,1
198798,0.898,78,2,3,1,2,1
217678,0.331,79,3,1,0,0,0
194297,0.956,8,4,0,1,1,0
217678,0.31,80,0,1,0,0,0
100197,1.153,81,0,0,1,0,2
121804,0.379,82,1,0,0,2,0
198798,2.414,83,2,3,2,0,1
198662,2.354,84,3,2,2,2,1
102625,2.314,85,0,0,2,0,1
194297,0.88,86,3,0,1,2,0
411849,2.317,87,2,2,2,1,0
193875,1.073,88,3,2,1,2,2
191543,1.183,89,4,3,1,0,2
193875,2.605,9,0,2,2,2,2
193875,1.068,90,4,2,1,2,2
54560,0.316,91,2,0,0,1,1
299577,0.915,92,4,1,1,0,0
108754,0.472,93,4,1,0,1,2
208105,0.506,94,1,3,0,3,2
100197,1.001,95,3,0,1,1,2
52108,0.419,96,3,0,0,3,2
191543,2.674,97,0,3,2,1,2
198798,2.347,98,0,3,2,1,1
198662,0.929,99,2,2,1,3,1
