size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
937622,11.641,0,4,2,2,0,0
314933,3.804,1,0,0,1,2,0
314933,3.809,10,1,0,1,1,0
223450,11.465,11,2,1,2,1,1
78187,11.463,12,1,0,2,0,2
362267,0.977,13,1,2,0,1,1
216684,11.725,14,3,1,2,2,2
472129,12.552,15,0,3,2,3,2
402569,4.571,16,4,2,1,1,2
314933,3.909,17,1,0,1,3,0
495415,11.512,18,2,3,2,1,1
421420,3.986,19,1,2,1,3,1
402569,12.175,2,1,2,2,2,2
78187,11.657,20,2,0,2,3,2
402569,12.209,21,1,2,2,3,2
779336,0.958,22,3,2,0,1,0
133503,0.975,23,3,1,0,3,1
126200,1.079,24,0,1,0,0,2
223450,11.677,25,3,1,2,3,1
80310,3.813,26,4,0,1,3,1
561656,11.419,27,2,1,2,2,0
216684,4.021,28,1,1,1,1,2
133503,0.884,29,2,1,0,0,1
495415,4.009,3,3,3,1,0,1
133503,0.923,30,1,1,0,2,1
495415,4.015,31,4,3,1,3,1
1100056,0.818,32,4,3,0,1,0
472129,4.976,33,4,3,1,2,2
78187,11.677,34,4,0,2,2,2
937622,3.873,35,1,2,1,0,0
1166207,3.718,36,1,3,1,0,0
402569,12.13,37,0,2,2,0,2
561656,3.852,38,4,1,1,1,0
481053,1.643,39,0,3,0,0,2
779336,0.976,4,2,2,0,1,0
495415,11.577,40,0,3,2,0,1
472129,4.807,41,1,3,1,0,2
223450,3.988,42,3,1,1,2,1
362267,0.989,43,1,2,0,2,1
937622,4.031,44,2,2,1,2,0
472129,12.484,45,1,3,2,1,2
78187,11.615,46,0,0,2,2,2
126200,1.113,47,2,1,0,2,2
495415,3.939,48,3,3,1,2,1
421420,11.651,49,4,2,2,3,1
362267,1.026,5,0,2,0,3,1
561656,11.548,50,0,1,2,0,0
421420,3.924,51,3,2,1,1,1
133503,0.907,52,0,1,0,0,1
223450,11.57,53,3,1,2,2,1
80310,11.481,54,0,0,2,2,1
78187,11.509,55,3,0,2,0,2
937622,3.886,56,1,2,1,2,0
78187,11.564,57,0,0,2,3,2
126200,1.116,58,1,1,0,2,2
1166207,11.504,59,3,3,2,0,0
937622,3.895,6,3,2,1,3,0
561656,11.456,60,3,1,2,2,0
80310,3.806,61,3,0,1,1,1
495415,11.552,62,2,3,2,2,1
937622,11.496,63,0,2,2,0,0
126200,1.088,64,4,1,0,0,2
421420,11.671,65,3,2,2,0,1
133503,0.862,66,3,1,0,0,1
937622,11.621,67,2,2,2,2,0
402569,12.202,68,4,2,2,3,2
402569,4.635,69,2,2,1,2,2
421420,11.713,7,2,2,2,0,1
223450,3.85,70,1,1,1,1,1
223450,3.858,71,0,1,1,2,1
37703,0.862,72,4,0,0,2,1
78187,4.103,73,2,0,1,3,2
502153,0.91,74,1,3,0,0,1
253874,0.877,75,2,0,0,1,0
502153,0.934,76,3,3,0,0,1
362267,1.026,77,0,2,0,1,1
495415,4.023,78,2,3,1,2,1
418289,0.87,79,3,1,0,0,0
314933,3.903,8,4,0,1,1,0
418289,0.895,80,0,1,0,0,0
78187,3.982,81,0,0,1,0,2
253874,0.854,82,1,0,0,2,0
495415,11.551,83,2,3,2,0,1
421420,11.606,84,3,2,2,2,1
80310,11.453,85,0,0,2,0,1
314933,3.817,86,3,0,1,2,0
937622,11.509,87,2,2,2,1,0
402569,4.469,88,3,2,1,2,2
472129,4.956,89,4,3,1,0,2
402569,12.309,9,0,2,2,2,2
402569,4.643,90,4,2,1,2,2
37703,0.861,91,2,0,0,1,1
561656,3.981,92,4,1,1,0,0
126200,1.082,93,4,1,0,1,2
481053,1.748,94,1,3,0,3,2
78187,3.947,95,3,0,1,1,2
36143,0.957,96,3,0,0,3,2
472129,12.615,97,0,3,2,1,2
495415,11.569,98,0,3,2,1,1
421420,3.935,99,2,2,1,3,1
