size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
1861160,22.313,0,4,2,2,0,0
705613,7.207,1,0,0,1,2,0
705613,7.153,10,1,0,1,1,0
384422,22.139,11,2,1,2,1,1
299595,22.036,12,1,0,2,0,2
964206,1.905,13,1,2,0,1,1
366536,22.771,14,3,1,2,2,2
1116661,24.161,15,0,3,2,3,2
980335,9.465,16,4,2,1,1,2
705613,7.312,17,1,0,1,3,0
1145635,21.789,18,2,3,2,1,1
1026310,7.746,19,1,2,1,3,1
980335,24.295,2,1,2,2,2,2
299595,22.233,20,2,0,2,3,2
980335,24.306,21,1,2,2,3,2
1575449,1.721,22,3,2,0,1,0
277111,1.694,23,3,1,0,3,1
260489,2.046,24,0,1,0,0,2
384422,22.381,25,3,1,2,3,1
302926,7.201,26,4,0,1,3,1
768591,22.158,27,2,1,2,2,0
366536,7.774,28,1,1,1,1,2
277111,1.589,29,2,1,0,0,1
1145635,7.506,3,3,3,1,0,1
277111,1.642,30,1,1,0,2,1
1145635,7.546,31,4,3,1,3,1
2374261,1.47,32,4,3,0,1,0
1116661,9.594,33,4,3,1,2,2
299595,22.203,34,4,0,2,2,2
1861160,7.393,35,1,2,1,0,0
2404300,7.021,36,1,3,1,0,0
980335,24.222,37,0,2,2,0,2
768591,7.355,38,4,1,1,1,0
1252382,3.121,39,0,3,0,0,2
1575449,1.716,4,2,2,0,1,0
1145635,21.872,40,0,3,2,0,1
1116661,9.464,41,1,3,1,0,2
384422,7.512,42,3,1,1,2,1
964206,1.854,43,1,2,0,2,1
1861160,7.521,44,2,2,1,2,0
1116661,23.88,45,1,3,2,1,2
299595,22.221,46,0,0,2,2,2
260489,2.107,47,2,1,0,2,2
1145635,7.561,48,3,3,1,2,1
1026310,22.522,49,4,2,2,3,1
964206,1.988,5,0,2,0,3,1
768591,22.206,50,0,1,2,0,0
1026310,7.521,51,3,2,1,1,1
277111,1.579,52,0,1,0,0,1
384422,22.274,53,3,1,2,2,1
302926,21.894,54,0,0,2,2,1
299595,22.092,55,3,0,2,0,2
1861160,7.447,56,1,2,1,2,0
299595,22.203,57,0,0,2,3,2
260489,2.092,58,1,1,0,2,2
2404300,21.942,59,3,3,2,0,0
1861160,7.44,6,3,2,1,3,0
768591,22.21,60,3,1,2,2,0
302926,7.15,61,3,0,1,1,1
1145635,21.869,62,2,3,2,2,1
1861160,22.281,63,0,2,2,0,0
260489,2.013,64,4,1,0,0,2
1026310,22.487,65,3,2,2,0,1
277111,1.571,66,3,1,0,0,1
1861160,22.342,67,2,2,2,2,0
980335,24.355,68,4,2,2,3,2
980335,9.424,69,2,2,1,2,2
1026310,22.48,7,2,2,2,0,1
384422,7.454,70,1,1,1,1,1
384422,7.509,71,0,1,1,2,1
191371,1.479,72,4,0,0,2,1
299595,7.491,73,2,0,1,3,2
1269175,1.868,74,1,3,0,0,1
550986,1.498,75,2,0,0,1,0
1269175,1.822,76,3,3,0,0,1
964206,1.878,77,0,2,0,1,1
1145635,7.495,78,2,3,1,2,1
613850,1.52,79,3,1,0,0,0
705613,7.257,8,4,0,1,1,0
613850,1.57,80,0,1,0,0,0
299595,7.498,81,0,0,1,0,2
550986,1.485,82,1,0,0,2,0
1145635,21.917,83,2,3,2,0,1
1026310,22.537,84,3,2,2,2,1
302926,21.89,85,0,0,2,0,1
705613,7.139,86,3,0,1,2,0
1861160,22.255,87,2,2,2,1,0
980335,9.317,88,3,2,1,2,2
1116661,9.567,89,4,3,1,0,2
980335,24.349,9,0,2,2,2,2
980335,9.44,90,4,2,1,2,2
191371,1.559,91,2,0,0,1,1
768591,7.497,92,4,1,1,0,0
260489,2.007,93,4,1,0,1,2
1252382,3.294,94,1,3,0,3,2
299595,7.438,95,3,0,1,1,2
186485,1.837,96,3,0,0,3,2
1116661,24.022,97,0,3,2,1,2
1145635,22.005,98,0,3,2,1,1
1026310,7.667,99,2,2,1,3,1
