size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
440502,2.635,0,4,2,2,0,0
328201,1.008,1,0,0,1,2,0
328201,0.997,10,1,0,1,1,0
214319,2.642,11,2,1,2,1,1
212706,2.665,12,1,0,2,0,2
256165,0.408,13,1,2,0,1,1
211850,2.749,14,3,1,2,2,2
231705,2.674,15,0,3,2,3,2
237259,1.111,16,4,2,1,1,2
328201,1.006,17,1,0,1,3,0
234316,2.671,18,2,3,2,1,1
238272,1.083,19,1,2,1,3,1
237259,2.732,2,1,2,2,2,2
212706,2.717,20,2,0,2,3,2
237259,2.729,21,1,2,2,3,2
421489,0.385,22,3,2,0,1,0
179917,0.397,23,3,1,0,3,1
175870,0.518,24,0,1,0,0,2
214319,2.76,25,3,1,2,3,1
214568,1.028,26,4,0,1,3,1
372761,2.608,27,2,1,2,2,0
211850,1.086,28,1,1,1,1,2
179917,0.413,29,2,1,0,0,1
234316,1.022,3,3,3,1,0,1
179917,0.465,30,1,1,0,2,1
234316,1.099,31,4,3,1,3,1
444538,0.338,32,4,3,0,1,0
231705,1.114,33,4,3,1,2,2
212706,2.721,34,4,0,2,2,2
440502,1.029,35,1,2,1,0,0
445252,0.928,36,1,3,1,0,0
237259,2.746,37,0,2,2,0,2
372761,0.971,38,4,1,1,1,0
256724,0.361,39,0,3,0,0,2
421489,0.394,4,2,2,0,1,0
234316,2.644,40,0,3,2,0,1
231705,1.074,41,1,3,1,0,2
214319,1.122,42,3,1,1,2,1
256165,0.48,43,1,2,0,2,1
440502,1.076,44,2,2,1,2,0
231705,2.84,45,1,3,2,1,2
212706,2.704,46,0,0,2,2,2
175870,0.513,47,2,1,0,2,2
234316,1.01,48,3,3,1,2,1
238272,2.763,49,4,2,2,3,1
256165,0.439,5,0,2,0,3,1
372761,2.645,50,0,1,2,0,0
238272,1.074,51,3,2,1,1,1
179917,0.38,52,0,1,0,0,1
214319,2.709,53,3,1,2,2,1
214568,2.627,54,0,0,2,2,1
212706,2.668,55,3,0,2,0,2
440502,1.022,56,1,2,1,2,0
212706,2.758,57,0,0,2,3,2
175870,0.547,58,1,1,0,2,2
445252,2.59,59,3,3,2,0,0
440502,1.023,6,3,2,1,3,0
372761,2.616,60,3,1,2,2,0
214568,1.037,61,3,0,1,1,1
234316,2.619,62,2,3,2,2,1
440502,2.632,63,0,2,2,0,0
175870,0.51,64,4,1,0,0,2
238272,2.688,65,3,2,2,0,1
179917,0.394,66,3,1,0,0,1
440502,2.642,67,2,2,2,2,0
237259,2.738,68,4,2,2,3,2
237259,1.198,69,2,2,1,2,2
238272,2.67,7,2,2,2,0,1
214319,1.039,70,1,1,1,1,1
214319,1.102,71,0,1,1,2,1
142559,0.434,72,4,0,0,2,1
212706,1.141,73,2,0,1,3,2
258107,0.366,74,1,3,0,0,1
197947,0.356,75,2,0,0,1,0
258107,0.357,76,3,3,0,0,1
256165,0.454,77,0,2,0,1,1
234316,1.032,78,2,3,1,2,1
276866,0.377,79,3,1,0,0,0
328201,1.034,8,4,0,1,1,0
276866,0.337,80,0,1,0,0,0
212706,1.065,81,0,0,1,0,2
197947,0.369,82,1,0,0,2,0
234316,2.68,83,2,3,2,0,1
238272,2.704,84,3,2,2,2,1
214568,2.615,85,0,0,2,0,1
328201,1.092,86,3,0,1,2,0
440502,2.621,87,2,2,2,1,0
237259,1.156,88,3,2,1,2,2
231705,1.066,89,4,3,1,0,2
237259,2.836,9,0,2,2,2,2
237259,1.171,90,4,2,1,2,2
142559,0.376,91,2,0,0,1,1
372761,1.032,92,4,1,1,0,0
175870,0.552,93,4,1,0,1,2
256724,0.395,94,1,3,0,3,2
212706,1.106,95,3,0,1,1,2
139310,0.505,96,3,0,0,3,2
231705,2.767,97,0,3,2,1,2
234316,2.597,98,0,3,2,1,1
238272,1.105,99,2,2,1,3,1
