size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
298713,2.361,0,4,2,2,0,0
144187,0.888,1,0,0,1,2,0
144187,0.891,10,1,0,1,1,0
75900,2.341,11,2,1,2,1,1
66060,2.358,12,1,0,2,0,2
109475,0.376,13,1,2,0,1,1
73680,2.4,14,3,1,2,2,2
135488,2.659,15,0,3,2,3,2
114781,1.149,16,4,2,1,1,2
144187,0.917,17,1,0,1,3,0
145055,2.358,18,2,3,2,1,1
122818,0.969,19,1,2,1,3,1
114781,2.575,2,1,2,2,2,2
66060,2.385,20,2,0,2,3,2
114781,2.612,21,1,2,2,3,2
262469,0.342,22,3,2,0,1,0
57821,0.37,23,3,1,0,3,1
55598,0.415,24,0,1,0,0,2
75900,2.469,25,3,1,2,3,1
67503,0.945,26,4,0,1,3,1
169000,2.364,27,2,1,2,2,0
73680,0.945,28,1,1,1,1,2
57821,0.34,29,2,1,0,0,1
145055,1.017,3,3,3,1,0,1
57821,0.381,30,1,1,0,2,1
145055,0.94,31,4,3,1,3,1
360008,0.316,32,4,3,0,1,0
135488,1.296,33,4,3,1,2,2
66060,2.495,34,4,0,2,2,2
298713,0.925,35,1,2,1,0,0
381077,0.855,36,1,3,1,0,0
114781,2.611,37,0,2,2,0,2
169000,0.882,38,4,1,1,1,0
137667,0.584,39,0,3,0,0,2
262469,0.348,4,2,2,0,1,0
145055,2.453,40,0,3,2,0,1
135488,1.214,41,1,3,1,0,2
75900,0.935,42,3,1,1,2,1
109475,0.384,43,1,2,0,2,1
298713,0.937,44,2,2,1,2,0
135488,2.738,45,1,3,2,1,2
66060,2.403,46,0,0,2,2,2
55598,0.415,47,2,1,0,2,2
145055,0.899,48,3,3,1,2,1
122818,2.402,49,4,2,2,3,1
109475,0.379,5,0,2,0,3,1
169000,2.357,50,0,1,2,0,0
122818,0.917,51,3,2,1,1,1
57821,0.296,52,0,1,0,0,1
75900,2.44,53,3,1,2,2,1
67503,2.35,54,0,0,2,2,1
66060,2.345,55,3,0,2,0,2
298713,0.908,56,1,2,1,2,0
66060,2.401,57,0,0,2,3,2
55598,0.416,58,1,1,0,2,2
381077,2.332,59,3,3,2,0,0
298713,0.919,6,3,2,1,3,0
169000,2.366,60,3,1,2,2,0
67503,0.89,61,3,0,1,1,1
145055,2.421,62,2,3,2,2,1
298713,2.336,63,0,2,2,0,0
55598,0.39,64,4,1,0,0,2
122818,2.372,65,3,2,2,0,1
57821,0.342,66,3,1,0,0,1
298713,2.375,67,2,2,2,2,0
114781,2.612,68,4,2,2,3,2
114781,1.165,69,2,2,1,2,2
122818,2.406,7,2,2,2,0,1
75900,0.953,70,1,1,1,1,1
75900,0.935,71,0,1,1,2,1
42739,0.337,72,4,0,0,2,1
66060,0.983,73,2,0,1,3,2
146655,0.359,74,1,3,0,0,1
105182,0.337,75,2,0,0,1,0
146655,0.384,76,3,3,0,0,1
109475,0.392,77,0,2,0,1,1
145055,0.98,78,2,3,1,2,1
134059,0.34,79,3,1,0,0,0
144187,0.927,8,4,0,1,1,0
134059,0.359,80,0,1,0,0,0
66060,1.018,81,0,0,1,0,2
105182,0.322,82,1,0,0,2,0
145055,2.462,83,2,3,2,0,1
122818,2.371,84,3,2,2,2,1
67503,2.308,85,0,0,2,0,1
144187,0.891,86,3,0,1,2,0
298713,2.3,87,2,2,2,1,0
114781,1.157,88,3,2,1,2,2
135488,1.255,89,4,3,1,0,2
114781,2.663,9,0,2,2,2,2
114781,1.159,90,4,2,1,2,2
42739,0.313,91,2,0,0,1,1
169000,0.973,92,4,1,1,0,0
55598,0.414,93,4,1,0,1,2
137667,0.606,94,1,3,0,3,2
66060,0.985,95,3,0,1,1,2
41240,0.372,96,3,0,0,3,2
135488,2.724,97,0,3,2,1,2
145055,2.324,98,0,3,2,1,1
122818,0.953,99,2,2,1,3,1
