size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
2410660,25.12,0,4,2,2,0,0
589901,8.154,1,0,0,1,2,0
589901,8.169,10,1,0,1,1,0
667669,25.037,11,2,1,2,1,1
130512,25.007,12,1,0,2,0,2
1136458,2.066,13,1,2,0,1,1
658201,25.422,14,3,1,2,2,2
1144845,27.07,15,0,3,2,3,2
1098121,9.758,16,4,2,1,1,2
589901,8.275,17,1,0,1,3,0
1195905,24.93,18,2,3,2,1,1
1130710,8.713,19,1,2,1,3,1
1098121,26.434,2,1,2,2,2,2
130512,25.25,20,2,0,2,3,2
1098121,26.545,21,1,2,2,3,2
2115977,1.913,22,3,2,0,1,0
517853,1.87,23,3,1,0,3,1
509158,2.145,24,0,1,0,0,2
667669,25.218,25,3,1,2,3,1
131929,8.277,26,4,0,1,3,1
1378750,24.985,27,2,1,2,2,0
658201,8.6,28,1,1,1,1,2
517853,1.734,29,2,1,0,0,1
1195905,8.164,3,3,3,1,0,1
517853,1.825,30,1,1,0,2,1
1195905,8.258,31,4,3,1,3,1
2613132,1.376,32,4,3,0,1,0
1144845,10.292,33,4,3,1,2,2
130512,25.094,34,4,0,2,2,2
2410660,8.324,35,1,2,1,0,0
2686840,7.808,36,1,3,1,0,0
1098121,26.413,37,0,2,2,0,2
1378750,8.185,38,4,1,1,1,0
1251538,2.97,39,0,3,0,0,2
2115977,1.867,4,2,2,0,1,0
1195905,25.145,40,0,3,2,0,1
1144845,10.136,41,1,3,1,0,2
667669,8.447,42,3,1,1,2,1
1136458,2.113,43,1,2,0,2,1
2410660,8.473,44,2,2,1,2,0
1144845,26.827,45,1,3,2,1,2
130512,25.119,46,0,0,2,2,2
509158,2.142,47,2,1,0,2,2
1195905,8.25,48,3,3,1,2,1
1130710,25.455,49,4,2,2,3,1
1136458,2.117,5,0,2,0,3,1
1378750,25.064,50,0,1,2,0,0
1130710,8.599,51,3,2,1,1,1
517853,1.748,52,0,1,0,0,1
667669,25.211,53,3,1,2,2,1
131929,24.929,54,0,0,2,2,1
130512,25.052,55,3,0,2,0,2
2410660,8.396,56,1,2,1,2,0
130512,25.158,57,0,0,2,3,2
509158,2.151,58,1,1,0,2,2
2686840,24.794,59,3,3,2,0,0
2410660,8.454,6,3,2,1,3,0
1378750,24.951,60,3,1,2,2,0
131929,8.053,61,3,0,1,1,1
1195905,24.999,62,2,3,2,2,1
2410660,25.058,63,0,2,2,0,0
509158,2.119,64,4,1,0,0,2
1130710,25.348,65,3,2,2,0,1
517853,1.73,66,3,1,0,0,1
2410660,25.184,67,2,2,2,2,0
1098121,26.53,68,4,2,2,3,2
1098121,9.781,69,2,2,1,2,2
1130710,25.341,7,2,2,2,0,1
667669,8.317,70,1,1,1,1,1
667669,8.405,71,0,1,1,2,1
84484,1.693,72,4,0,0,2,1
130512,8.46,73,2,0,1,3,2
1293263,1.585,74,1,3,0,0,1
525200,1.69,75,2,0,0,1,0
1293263,1.639,76,3,3,0,0,1
1136458,2.13,77,0,2,0,1,1
1195905,8.258,78,2,3,1,2,1
1015568,1.637,79,3,1,0,0,0
589901,8.188,8,4,0,1,1,0
1015568,1.699,80,0,1,0,0,0
130512,8.329,81,0,0,1,0,2
525200,1.662,82,1,0,0,2,0
1195905,25.043,83,2,3,2,0,1
1130710,25.4,84,3,2,2,2,1
131929,24.988,85,0,0,2,0,1
589901,8.242,86,3,0,1,2,0
2410660,25.092,87,2,2,2,1,0
1098121,9.643,88,3,2,1,2,2
1144845,10.219,89,4,3,1,0,2
1098121,26.52,9,0,2,2,2,2
1098121,9.71,90,4,2,1,2,2
84484,1.611,91,2,0,0,1,1
1378750,8.331,92,4,1,1,0,0
509158,2.118,93,4,1,0,1,2
1251538,3.11,94,1,3,0,3,2
130512,8.3,95,3,0,1,1,2
83563,1.785,96,3,0,0,3,2
1144845,27.089,97,0,3,2,1,2
1195905,25.079,98,0,3,2,1,1
1130710,8.695,99,2,2,1,3,1
