size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
134792,1.02,0,4,2,2,0,0
51533,0.473,1,0,0,1,2,0
51533,0.46,10,1,0,1,1,0
33872,1.043,11,2,1,2,1,1
21298,1.009,12,1,0,2,0,2
52401,0.267,13,1,2,0,1,1
32891,1.069,14,3,1,2,2,2
65042,1.206,15,0,3,2,3,2
58922,0.547,16,4,2,1,1,2
51533,0.493,17,1,0,1,3,0
66646,1.078,18,2,3,2,1,1
60281,0.529,19,1,2,1,3,1
58922,1.194,2,1,2,2,2,2
21298,1.108,20,2,0,2,3,2
58922,1.217,21,1,2,2,3,2
113349,0.257,22,3,2,0,1,0
21459,0.247,23,3,1,0,3,1
20383,0.247,24,0,1,0,0,2
33872,1.123,25,3,1,2,3,1
22135,0.523,26,4,0,1,3,1
78764,1.09,27,2,1,2,2,0
32891,0.543,28,1,1,1,1,2
21459,0.252,29,2,1,0,0,1
66646,0.551,3,3,3,1,0,1
21459,0.258,30,1,1,0,2,1
66646,0.586,31,4,3,1,3,1
146973,0.277,32,4,3,0,1,0
65042,0.67,33,4,3,1,2,2
21298,1.092,34,4,0,2,2,2
134792,0.498,35,1,2,1,0,0
152042,0.511,36,1,3,1,0,0
58922,1.166,37,0,2,2,0,2
78764,0.513,38,4,1,1,1,0
65887,0.384,39,0,3,0,0,2
113349,0.264,4,2,2,0,1,0
66646,1.213,40,0,3,2,0,1
65042,0.637,41,1,3,1,0,2
33872,0.532,42,3,1,1,2,1
52401,0.292,43,1,2,0,2,1
134792,0.599,44,2,2,1,2,0
65042,1.23,45,1,3,2,1,2
21298,1.238,46,0,0,2,2,2
20383,0.273,47,2,1,0,2,2
66646,0.596,48,3,3,1,2,1
60281,1.121,49,4,2,2,3,1
52401,0.318,5,0,2,0,3,1
78764,1.07,50,0,1,2,0,0
60281,0.531,51,3,2,1,1,1
21459,0.241,52,0,1,0,0,1
33872,1.127,53,3,1,2,2,1
22135,1.129,54,0,0,2,2,1
21298,1.068,55,3,0,2,0,2
134792,0.509,56,1,2,1,2,0
21298,1.085,57,0,0,2,3,2
20383,0.264,58,1,1,0,2,2
152042,1.109,59,3,3,2,0,0
134792,0.569,6,3,2,1,3,0
78764,1.153,60,3,1,2,2,0
22135,0.508,61,3,0,1,1,1
66646,1.088,62,2,3,2,2,1
134792,1.06,63,0,2,2,0,0
20383,0.232,64,4,1,0,0,2
60281,1.059,65,3,2,2,0,1
21459,0.243,66,3,1,0,0,1
134792,1.084,67,2,2,2,2,0
58922,1.14,68,4,2,2,3,2
58922,0.608,69,2,2,1,2,2
60281,1.047,7,2,2,2,0,1
33872,0.495,70,1,1,1,1,1
33872,0.53,71,0,1,1,2,1
11109,0.224,72,4,0,0,2,1
21298,0.525,73,2,0,1,3,2
67305,0.319,74,1,3,0,0,1
34215,0.23,75,2,0,0,1,0
67305,0.313,76,3,3,0,0,1
52401,0.274,77,0,2,0,1,1
66646,0.572,78,2,3,1,2,1
54654,0.239,79,3,1,0,0,0
51533,0.505,8,4,0,1,1,0
54654,0.204,80,0,1,0,0,0
21298,0.587,81,0,0,1,0,2
34215,0.237,82,1,0,0,2,0
66646,1.161,83,2,3,2,0,1
60281,1.159,84,3,2,2,2,1
22135,1.066,85,0,0,2,0,1
51533,0.524,86,3,0,1,2,0
134792,1.112,87,2,2,2,1,0
58922,0.636,88,3,2,1,2,2
65042,0.587,89,4,3,1,0,2
58922,1.127,9,0,2,2,2,2
58922,0.569,90,4,2,1,2,2
11109,0.212,91,2,0,0,1,1
78764,0.54,92,4,1,1,0,0
20383,0.245,93,4,1,0,1,2
65887,0.408,94,1,3,0,3,2
21298,0.53,95,3,0,1,1,2
10376,0.271,96,3,0,0,3,2
65042,1.161,97,0,3,2,1,2
66646,1.077,98,0,3,2,1,1
60281,0.564,99,2,2,1,3,1
