size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
13928,0.079,0,4,2,2,0,0
10719,0.073,1,0,0,1,2,0
10719,0.041,10,1,0,1,1,0
10350,0.094,11,2,1,2,1,1
9577,0.08,12,1,0,2,0,2
10696,0.083,13,1,2,0,1,1
10341,0.095,14,3,1,2,2,2
10326,0.092,15,0,3,2,3,2
10374,0.056,16,4,2,1,1,2
10719,0.045,17,1,0,1,3,0
10325,0.084,18,2,3,2,1,1
10374,0.063,19,1,2,1,3,1
10374,0.079,2,1,2,2,2,2
9577,0.078,20,2,0,2,3,2
10374,0.09,21,1,2,2,3,2
13508,0.065,22,3,2,0,1,0
9245,0.056,23,3,1,0,3,1
9230,0.043,24,0,1,0,0,2
10350,0.089,25,3,1,2,3,1
9602,0.061,26,4,0,1,3,1
13103,0.09,27,2,1,2,2,0
10341,0.065,28,1,1,1,1,2
9245,0.072,29,2,1,0,0,1
10325,0.062,3,3,3,1,0,1
9245,0.042,30,1,1,0,2,1
10325,0.06,31,4,3,1,3,1
13992,0.057,32,4,3,0,1,0
10326,0.07,33,4,3,1,2,2
9577,0.086,34,4,0,2,2,2
13928,0.06,35,1,2,1,0,0
13957,0.068,36,1,3,1,0,0
10374,0.095,37,0,2,2,0,2
13103,0.056,38,4,1,1,1,0
10757,0.057,39,0,3,0,0,2
13508,0.041,4,2,2,0,1,0
10325,0.107,40,0,3,2,0,1
10326,0.052,41,1,3,1,0,2
10350,0.057,42,3,1,1,2,1
10696,0.059,43,1,2,0,2,1
13928,0.056,44,2,2,1,2,0
10326,0.108,45,1,3,2,1,2
9577,0.098,46,0,0,2,2,2
9230,0.046,47,2,1,0,2,2
10325,0.068,48,3,3,1,2,1
10374,0.102,49,4,2,2,3,1
10696,0.056,5,0,2,0,3,1
13103,0.092,50,0,1,2,0,0
10374,0.061,51,3,2,1,1,1
9245,0.052,52,0,1,0,0,1
10350,0.093,53,3,1,2,2,1
9602,0.095,54,0,0,2,2,1
9577,0.091,55,3,0,2,0,2
13928,0.065,56,1,2,1,2,0
9577,0.08,57,0,0,2,3,2
9230,0.049,58,1,1,0,2,2
13957,0.083,59,3,3,2,0,0
13928,0.072,6,3,2,1,3,0
13103,0.078,60,3,1,2,2,0
9602,0.08,61,3,0,1,1,1
10325,0.111,62,2,3,2,2,1
13928,0.096,63,0,2,2,0,0
9230,0.05,64,4,1,0,0,2
10374,0.082,65,3,2,2,0,1
9245,0.063,66,3,1,0,0,1
13928,0.069,67,2,2,2,2,0
10374,0.093,68,4,2,2,3,2
10374,0.055,69,2,2,1,2,2
10374,0.115,7,2,2,2,0,1
10350,0.069,70,1,1,1,1,1
10350,0.046,71,0,1,1,2,1
7769,0.043,72,4,0,0,2,1
9577,0.068,73,2,0,1,3,2
10757,0.041,74,1,3,0,0,1
8220,0.05,75,2,0,0,1,0
10757,0.06,76,3,3,0,0,1
10696,0.037,77,0,2,0,1,1
10325,0.076,78,2,3,1,2,1
10669,0.061,79,3,1,0,0,0
10719,0.054,8,4,0,1,1,0
10669,0.035,80,0,1,0,0,0
9577,0.063,81,0,0,1,0,2
8220,0.054,82,1,0,0,2,0
10325,0.089,83,2,3,2,0,1
10374,0.084,84,3,2,2,2,1
9602,0.108,85,0,0,2,0,1
10719,0.075,86,3,0,1,2,0
13928,0.076,87,2,2,2,1,0
10374,0.051,88,3,2,1,2,2
10326,0.067,89,4,3,1,0,2
10374,0.101,9,0,2,2,2,2
10374,0.069,90,4,2,1,2,2
7769,0.063,91,2,0,0,1,1
13103,0.074,92,4,1,1,0,0
9230,0.054,93,4,1,0,1,2
10757,0.062,94,1,3,0,3,2
9577,0.068,95,3,0,1,1,2
7724,0.05,96,3,0,0,3,2
10326,0.091,97,0,3,2,1,2
10325,0.091,98,0,3,2,1,1
10374,0.075,99,2,2,1,3,1
