size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
57295,0.331,0,4,2,2,0,0
47395,0.169,1,0,0,1,2,0
47395,0.169,10,1,0,1,1,0
29499,0.32,11,2,1,2,1,1
31910,0.341,12,1,0,2,0,2
34000,0.077,13,1,2,0,1,1
29163,0.334,14,3,1,2,2,2
30471,0.35,15,0,3,2,3,2
31985,0.165,16,4,2,1,1,2
47395,0.164,17,1,0,1,3,0
30551,0.361,18,2,3,2,1,1
31864,0.169,19,1,2,1,3,1
31985,0.337,2,1,2,2,2,2
31910,0.363,20,2,0,2,3,2
31985,0.343,21,1,2,2,3,2
54914,0.089,22,3,2,0,1,0
25451,0.091,23,3,1,0,3,1
24955,0.146,24,0,1,0,0,2
29499,0.323,25,3,1,2,3,1
32158,0.163,26,4,0,1,3,1
48193,0.317,27,2,1,2,2,0
29163,0.179,28,1,1,1,1,2
25451,0.093,29,2,1,0,0,1
30551,0.18,3,3,3,1,0,1
25451,0.092,30,1,1,0,2,1
30551,0.16,31,4,3,1,3,1
57977,0.104,32,4,3,0,1,0
30471,0.188,33,4,3,1,2,2
31910,0.345,34,4,0,2,2,2
57295,0.156,35,1,2,1,0,0
57345,0.154,36,1,3,1,0,0
31985,0.344,37,0,2,2,0,2
48193,0.158,38,4,1,1,1,0
33656,0.099,39,0,3,0,0,2
54914,0.087,4,2,2,0,1,0
30551,0.36,40,0,3,2,0,1
30471,0.181,41,1,3,1,0,2
29499,0.163,42,3,1,1,2,1
34000,0.085,43,1,2,0,2,1
57295,0.158,44,2,2,1,2,0
30471,0.336,45,1,3,2,1,2
31910,0.388,46,0,0,2,2,2
24955,0.138,47,2,1,0,2,2
30551,0.168,48,3,3,1,2,1
31864,0.349,49,4,2,2,3,1
34000,0.097,5,0,2,0,3,1
48193,0.343,50,0,1,2,0,0
31864,0.148,51,3,2,1,1,1
25451,0.077,52,0,1,0,0,1
29499,0.331,53,3,1,2,2,1
32158,0.336,54,0,0,2,2,1
31910,0.367,55,3,0,2,0,2
57295,0.152,56,1,2,1,2,0
31910,0.344,57,0,0,2,3,2
24955,0.118,58,1,1,0,2,2
57345,0.347,59,3,3,2,0,0
57295,0.152,6,3,2,1,3,0
48193,0.293,60,3,1,2,2,0
32158,0.157,61,3,0,1,1,1
30551,0.331,62,2,3,2,2,1
57295,0.315,63,0,2,2,0,0
24955,0.105,64,4,1,0,0,2
31864,0.362,65,3,2,2,0,1
25451,0.087,66,3,1,0,0,1
57295,0.333,67,2,2,2,2,0
31985,0.349,68,4,2,2,3,2
31985,0.154,69,2,2,1,2,2
31864,0.355,7,2,2,2,0,1
29499,0.183,70,1,1,1,1,1
29499,0.169,71,0,1,1,2,1
22578,0.083,72,4,0,0,2,1
31910,0.168,73,2,0,1,3,2
33643,0.089,74,1,3,0,0,1
26778,0.113,75,2,0,0,1,0
33643,0.117,76,3,3,0,0,1
34000,0.101,77,0,2,0,1,1
30551,0.173,78,2,3,1,2,1
34956,0.088,79,3,1,0,0,0
47395,0.155,8,4,0,1,1,0
34956,0.101,80,0,1,0,0,0
31910,0.165,81,0,0,1,0,2
26778,0.088,82,1,0,0,2,0
30551,0.361,83,2,3,2,0,1
31864,0.345,84,3,2,2,2,1
32158,0.338,85,0,0,2,0,1
47395,0.143,86,3,0,1,2,0
57295,0.347,87,2,2,2,1,0
31985,0.156,88,3,2,1,2,2
30471,0.173,89,4,3,1,0,2
31985,0.334,9,0,2,2,2,2
31985,0.196,90,4,2,1,2,2
22578,0.087,91,2,0,0,1,1
48193,0.156,92,4,1,1,0,0
24955,0.117,93,4,1,0,1,2
33656,0.091,94,1,3,0,3,2
31910,0.189,95,3,0,1,1,2
21953,0.124,96,3,0,0,3,2
30471,0.358,97,0,3,2,1,2
30551,0.351,98,0,3,2,1,1
31864,0.164,99,2,2,1,3,1
