size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
343881,2.627,0,4,2,2,0,0
155596,1.031,1,0,0,1,2,0
155596,0.956,10,1,0,1,1,0
78409,2.642,11,2,1,2,1,1
46677,2.631,12,1,0,2,0,2
134184,0.365,13,1,2,0,1,1
75474,2.688,14,3,1,2,2,2
159553,3.358,15,0,3,2,3,2
131426,1.397,16,4,2,1,1,2
155596,1.001,17,1,0,1,3,0
170567,2.758,18,2,3,2,1,1
140458,1.039,19,1,2,1,3,1
131426,2.979,2,1,2,2,2,2
46677,2.66,20,2,0,2,3,2
131426,3.025,21,1,2,2,3,2
303579,0.362,22,3,2,0,1,0
55832,0.378,23,3,1,0,3,1
53607,0.456,24,0,1,0,0,2
78409,2.739,25,3,1,2,3,1
47610,0.987,26,4,0,1,3,1
224881,2.689,27,2,1,2,2,0
75474,1.092,28,1,1,1,1,2
55832,0.351,29,2,1,0,0,1
170567,1.045,3,3,3,1,0,1
55832,0.392,30,1,1,0,2,1
170567,1.134,31,4,3,1,3,1
423222,0.41,32,4,3,0,1,0
159553,1.761,33,4,3,1,2,2
46677,2.691,34,4,0,2,2,2
343881,0.975,35,1,2,1,0,0
433243,1.024,36,1,3,1,0,0
131426,2.99,37,0,2,2,0,2
224881,0.981,38,4,1,1,1,0
179960,0.884,39,0,3,0,0,2
303579,0.362,4,2,2,0,1,0
170567,2.739,40,0,3,2,0,1
159553,1.677,41,1,3,1,0,2
78409,1.038,42,3,1,1,2,1
134184,0.414,43,1,2,0,2,1
343881,1.038,44,2,2,1,2,0
159553,3.406,45,1,3,2,1,2
46677,2.659,46,0,0,2,2,2
53607,0.441,47,2,1,0,2,2
170567,1.095,48,3,3,1,2,1
140458,2.704,49,4,2,2,3,1
134184,0.391,5,0,2,0,3,1
224881,2.593,50,0,1,2,0,0
140458,0.991,51,3,2,1,1,1
55832,0.376,52,0,1,0,0,1
78409,2.697,53,3,1,2,2,1
47610,2.619,54,0,0,2,2,1
46677,2.599,55,3,0,2,0,2
343881,1.018,56,1,2,1,2,0
46677,2.632,57,0,0,2,3,2
53607,0.455,58,1,1,0,2,2
433243,2.702,59,3,3,2,0,0
343881,1.101,6,3,2,1,3,0
224881,2.645,60,3,1,2,2,0
47610,0.974,61,3,0,1,1,1
170567,2.67,62,2,3,2,2,1
343881,2.624,63,0,2,2,0,0
53607,0.417,64,4,1,0,0,2
140458,2.683,65,3,2,2,0,1
55832,0.365,66,3,1,0,0,1
343881,2.689,67,2,2,2,2,0
131426,2.979,68,4,2,2,3,2
131426,1.377,69,2,2,1,2,2
140458,2.682,7,2,2,2,0,1
78409,0.976,70,1,1,1,1,1
78409,0.992,71,0,1,1,2,1
27832,0.377,72,4,0,0,2,1
46677,1.066,73,2,0,1,3,2
188092,0.393,74,1,3,0,0,1
110637,0.341,75,2,0,0,1,0
188092,0.455,76,3,3,0,0,1
134184,0.4,77,0,2,0,1,1
170567,1.101,78,2,3,1,2,1
164718,0.337,79,3,1,0,0,0
155596,1.026,8,4,0,1,1,0
164718,0.408,80,0,1,0,0,0
46677,1.112,81,0,0,1,0,2
110637,0.359,82,1,0,0,2,0
170567,2.744,83,2,3,2,0,1
140458,2.696,84,3,2,2,2,1
47610,2.571,85,0,0,2,0,1
155596,0.98,86,3,0,1,2,0
343881,2.617,87,2,2,2,1,0
131426,1.371,88,3,2,1,2,2
159553,1.707,89,4,3,1,0,2
131426,3.063,9,0,2,2,2,2
131426,1.394,90,4,2,1,2,2
27832,0.345,91,2,0,0,1,1
224881,1.023,92,4,1,1,0,0
53607,0.445,93,4,1,0,1,2
179960,0.888,94,1,3,0,3,2
46677,1.127,95,3,0,1,1,2
26690,0.406,96,3,0,0,3,2
159553,3.371,97,0,3,2,1,2
170567,2.688,98,0,3,2,1,1
140458,1.129,99,2,2,1,3,1
