size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
464187,3.748,0,4,2,2,0,0
307096,1.414,1,0,0,1,2,0
307096,1.391,10,1,0,1,1,0
181275,3.771,11,2,1,2,1,1
173596,3.76,12,1,0,2,0,2
216976,0.527,13,1,2,0,1,1
178836,3.848,14,3,1,2,2,2
228346,3.987,15,0,3,2,3,2
207837,1.57,16,4,2,1,1,2
307096,1.44,17,1,0,1,3,0
236058,3.722,18,2,3,2,1,1
212082,1.433,19,1,2,1,3,1
207837,3.94,2,1,2,2,2,2
173596,3.778,20,2,0,2,3,2
207837,3.938,21,1,2,2,3,2
433504,0.493,22,3,2,0,1,0
145797,0.515,23,3,1,0,3,1
142672,0.606,24,0,1,0,0,2
181275,3.894,25,3,1,2,3,1
174593,1.421,26,4,0,1,3,1
370963,3.722,27,2,1,2,2,0
178836,1.503,28,1,1,1,1,2
145797,0.498,29,2,1,0,0,1
236058,1.449,3,3,3,1,0,1
145797,0.526,30,1,1,0,2,1
236058,1.527,31,4,3,1,3,1
521826,0.446,32,4,3,0,1,0
228346,1.7,33,4,3,1,2,2
173596,3.851,34,4,0,2,2,2
464187,1.388,35,1,2,1,0,0
533016,1.309,36,1,3,1,0,0
207837,3.893,37,0,2,2,0,2
370963,1.455,38,4,1,1,1,0
244883,0.615,39,0,3,0,0,2
433504,0.531,4,2,2,0,1,0
236058,3.788,40,0,3,2,0,1
228346,1.641,41,1,3,1,0,2
181275,1.499,42,3,1,1,2,1
216976,0.563,43,1,2,0,2,1
464187,1.538,44,2,2,1,2,0
228346,4.027,45,1,3,2,1,2
173596,3.84,46,0,0,2,2,2
142672,0.641,47,2,1,0,2,2
236058,1.44,48,3,3,1,2,1
212082,4.078,49,4,2,2,3,1
216976,0.514,5,0,2,0,3,1
370963,3.779,50,0,1,2,0,0
212082,1.447,51,3,2,1,1,1
145797,0.461,52,0,1,0,0,1
181275,3.868,53,3,1,2,2,1
174593,3.742,54,0,0,2,2,1
173596,3.757,55,3,0,2,0,2
464187,1.385,56,1,2,1,2,0
173596,3.796,57,0,0,2,3,2
142672,0.621,58,1,1,0,2,2
533016,3.736,59,3,3,2,0,0
464187,1.422,6,3,2,1,3,0
370963,3.741,60,3,1,2,2,0
174593,1.402,61,3,0,1,1,1
236058,3.826,62,2,3,2,2,1
464187,3.732,63,0,2,2,0,0
142672,0.572,64,4,1,0,0,2
212082,3.789,65,3,2,2,0,1
145797,0.479,66,3,1,0,0,1
464187,3.749,67,2,2,2,2,0
207837,3.933,68,4,2,2,3,2
207837,1.585,69,2,2,1,2,2
212082,3.785,7,2,2,2,0,1
181275,1.605,70,1,1,1,1,1
181275,1.417,71,0,1,1,2,1
116092,0.483,72,4,0,0,2,1
173596,1.505,73,2,0,1,3,2
251144,0.445,74,1,3,0,0,1
204235,0.495,75,2,0,0,1,0
251144,0.504,76,3,3,0,0,1
216976,0.588,77,0,2,0,1,1
236058,1.526,78,2,3,1,2,1
287764,0.503,79,3,1,0,0,0
307096,1.486,8,4,0,1,1,0
287764,0.478,80,0,1,0,0,0
173596,1.506,81,0,0,1,0,2
204235,0.44,82,1,0,0,2,0
236058,3.968,83,2,3,2,0,1
212082,3.783,84,3,2,2,2,1
174593,3.711,85,0,0,2,0,1
307096,1.4,86,3,0,1,2,0
464187,3.791,87,2,2,2,1,0
207837,1.647,88,3,2,1,2,2
228346,1.618,89,4,3,1,0,2
207837,4.0,9,0,2,2,2,2
207837,1.61,90,4,2,1,2,2
116092,0.465,91,2,0,0,1,1
370963,1.463,92,4,1,1,0,0
142672,0.606,93,4,1,0,1,2
244883,0.666,94,1,3,0,3,2
173596,1.522,95,3,0,1,1,2
114137,0.64,96,3,0,0,3,2
228346,4.105,97,0,3,2,1,2
236058,3.67,98,0,3,2,1,1
212082,1.482,99,2,2,1,3,1
