size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
341128,2.675,0,4,2,2,0,0
143548,1.027,1,0,0,1,2,0
143548,1.019,10,1,0,1,1,0
87039,2.647,11,2,1,2,1,1
56276,2.676,12,1,0,2,0,2
127291,0.393,13,1,2,0,1,1
84335,2.673,14,3,1,2,2,2
156714,2.917,15,0,3,2,3,2
135690,1.21,16,4,2,1,1,2
143548,0.984,17,1,0,1,3,0
164619,2.605,18,2,3,2,1,1
142080,1.025,19,1,2,1,3,1
135690,2.84,2,1,2,2,2,2
56276,2.682,20,2,0,2,3,2
135690,2.821,21,1,2,2,3,2
296545,0.36,22,3,2,0,1,0
53063,0.377,23,3,1,0,3,1
50549,0.425,24,0,1,0,0,2
87039,2.726,25,3,1,2,3,1
57354,1.046,26,4,0,1,3,1
198491,2.635,27,2,1,2,2,0
84335,1.137,28,1,1,1,1,2
53063,0.353,29,2,1,0,0,1
164619,0.987,3,3,3,1,0,1
53063,0.392,30,1,1,0,2,1
164619,1.051,31,4,3,1,3,1
404670,0.329,32,4,3,0,1,0
156714,1.295,33,4,3,1,2,2
56276,2.719,34,4,0,2,2,2
341128,1.048,35,1,2,1,0,0
421386,0.986,36,1,3,1,0,0
135690,2.797,37,0,2,2,0,2
198491,1.011,38,4,1,1,1,0
161305,0.556,39,0,3,0,0,2
296545,0.382,4,2,2,0,1,0
164619,2.743,40,0,3,2,0,1
156714,1.243,41,1,3,1,0,2
87039,1.047,42,3,1,1,2,1
127291,0.373,43,1,2,0,2,1
341128,1.036,44,2,2,1,2,0
156714,2.955,45,1,3,2,1,2
56276,2.644,46,0,0,2,2,2
50549,0.439,47,2,1,0,2,2
164619,1.028,48,3,3,1,2,1
142080,2.691,49,4,2,2,3,1
127291,0.439,5,0,2,0,3,1
198491,2.689,50,0,1,2,0,0
142080,1.0,51,3,2,1,1,1
53063,0.343,52,0,1,0,0,1
87039,2.67,53,3,1,2,2,1
57354,2.637,54,0,0,2,2,1
56276,2.672,55,3,0,2,0,2
341128,1.017,56,1,2,1,2,0
56276,2.706,57,0,0,2,3,2
50549,0.438,58,1,1,0,2,2
421386,2.647,59,3,3,2,0,0
341128,1.017,6,3,2,1,3,0
198491,2.612,60,3,1,2,2,0
57354,1.001,61,3,0,1,1,1
164619,2.612,62,2,3,2,2,1
341128,2.633,63,0,2,2,0,0
50549,0.437,64,4,1,0,0,2
142080,2.728,65,3,2,2,0,1
53063,0.364,66,3,1,0,0,1
341128,2.693,67,2,2,2,2,0
135690,2.83,68,4,2,2,3,2
135690,1.249,69,2,2,1,2,2
142080,2.689,7,2,2,2,0,1
87039,1.054,70,1,1,1,1,1
87039,1.041,71,0,1,1,2,1
27421,0.347,72,4,0,0,2,1
56276,1.064,73,2,0,1,3,2
167805,0.373,74,1,3,0,0,1
102363,0.391,75,2,0,0,1,0
167805,0.335,76,3,3,0,0,1
127291,0.427,77,0,2,0,1,1
164619,1.117,78,2,3,1,2,1
145274,0.388,79,3,1,0,0,0
143548,1.019,8,4,0,1,1,0
145274,0.39,80,0,1,0,0,0
56276,1.051,81,0,0,1,0,2
102363,0.369,82,1,0,0,2,0
164619,2.672,83,2,3,2,0,1
142080,2.63,84,3,2,2,2,1
57354,2.6,85,0,0,2,0,1
143548,1.026,86,3,0,1,2,0
341128,2.58,87,2,2,2,1,0
135690,1.245,88,3,2,1,2,2
156714,1.268,89,4,3,1,0,2
135690,2.851,9,0,2,2,2,2
135690,1.207,90,4,2,1,2,2
27421,0.314,91,2,0,0,1,1
198491,1.017,92,4,1,1,0,0
50549,0.428,93,4,1,0,1,2
161305,0.57,94,1,3,0,3,2
56276,1.068,95,3,0,1,1,2
26318,0.403,96,3,0,0,3,2
156714,2.989,97,0,3,2,1,2
164619,2.635,98,0,3,2,1,1
142080,1.068,99,2,2,1,3,1
