size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
533889,2.619,0,4,2,2,0,0
467498,1.011,1,0,0,1,2,0
467498,1.005,10,1,0,1,1,0
357035,2.723,11,2,1,2,1,1
353376,2.666,12,1,0,2,0,2
380644,0.359,13,1,2,0,1,1
356772,2.719,14,3,1,2,2,2
346049,2.642,15,0,3,2,3,2
347849,0.969,16,4,2,1,1,2
467498,1.014,17,1,0,1,3,0
346739,2.649,18,2,3,2,1,1
348105,0.99,19,1,2,1,3,1
347849,2.649,2,1,2,2,2,2
353376,2.729,20,2,0,2,3,2
347849,2.631,21,1,2,2,3,2
533163,0.316,22,3,2,0,1,0
360170,0.478,23,3,1,0,3,1
359324,0.452,24,0,1,0,0,2
357035,2.772,25,3,1,2,3,1
354254,1.031,26,4,0,1,3,1
529258,2.687,27,2,1,2,2,0
356772,1.065,28,1,1,1,1,2
360170,0.423,29,2,1,0,0,1
346739,1.087,3,3,3,1,0,1
360170,0.439,30,1,1,0,2,1
346739,1.071,31,4,3,1,3,1
537384,0.34,32,4,3,0,1,0
346049,1.107,33,4,3,1,2,2
353376,2.737,34,4,0,2,2,2
533889,0.928,35,1,2,1,0,0
534349,0.965,36,1,3,1,0,0
347849,2.643,37,0,2,2,0,2
529258,0.99,38,4,1,1,1,0
380077,0.361,39,0,3,0,0,2
533163,0.33,4,2,2,0,1,0
346739,2.652,40,0,3,2,0,1
346049,1.01,41,1,3,1,0,2
357035,1.113,42,3,1,1,2,1
380644,0.429,43,1,2,0,2,1
533889,1.031,44,2,2,1,2,0
346049,2.705,45,1,3,2,1,2
353376,2.703,46,0,0,2,2,2
359324,0.489,47,2,1,0,2,2
346739,1.117,48,3,3,1,2,1
348105,2.642,49,4,2,2,3,1
380644,0.375,5,0,2,0,3,1
529258,2.643,50,0,1,2,0,0
348105,0.988,51,3,2,1,1,1
360170,0.425,52,0,1,0,0,1
357035,2.761,53,3,1,2,2,1
354254,2.681,54,0,0,2,2,1
353376,2.654,55,3,0,2,0,2
533889,0.983,56,1,2,1,2,0
353376,2.704,57,0,0,2,3,2
359324,0.469,58,1,1,0,2,2
534349,2.56,59,3,3,2,0,0
533889,1.001,6,3,2,1,3,0
529258,2.666,60,3,1,2,2,0
354254,1.045,61,3,0,1,1,1
346739,2.645,62,2,3,2,2,1
533889,2.64,63,0,2,2,0,0
359324,0.477,64,4,1,0,0,2
348105,2.628,65,3,2,2,0,1
360170,0.426,66,3,1,0,0,1
533889,2.641,67,2,2,2,2,0
347849,2.623,68,4,2,2,3,2
347849,1.056,69,2,2,1,2,2
348105,2.606,7,2,2,2,0,1
357035,1.125,70,1,1,1,1,1
357035,1.071,71,0,1,1,2,1
268246,0.453,72,4,0,0,2,1
353376,1.138,73,2,0,1,3,2
380239,0.356,74,1,3,0,0,1
279292,0.412,75,2,0,0,1,0
380239,0.418,76,3,3,0,0,1
380644,0.392,77,0,2,0,1,1
346739,1.064,78,2,3,1,2,1
437198,0.421,79,3,1,0,0,0
467498,1.041,8,4,0,1,1,0
437198,0.411,80,0,1,0,0,0
353376,1.035,81,0,0,1,0,2
279292,0.41,82,1,0,0,2,0
346739,2.678,83,2,3,2,0,1
348105,2.632,84,3,2,2,2,1
354254,2.651,85,0,0,2,0,1
467498,0.976,86,3,0,1,2,0
533889,2.568,87,2,2,2,1,0
347849,0.995,88,3,2,1,2,2
346049,1.007,89,4,3,1,0,2
347849,2.62,9,0,2,2,2,2
347849,1.008,90,4,2,1,2,2
268246,0.398,91,2,0,0,1,1
529258,1.01,92,4,1,1,0,0
359324,0.477,93,4,1,0,1,2
380077,0.438,94,1,3,0,3,2
353376,1.139,95,3,0,1,1,2
266671,0.559,96,3,0,0,3,2
346049,2.697,97,0,3,2,1,2
346739,2.653,98,0,3,2,1,1
348105,1.036,99,2,2,1,3,1
