size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
2430477,25.153,0,4,2,2,0,0
759979,8.166,1,0,0,1,2,0
759979,8.168,10,1,0,1,1,0
858453,25.447,11,2,1,2,1,1
304441,25.185,12,1,0,2,0,2
1197963,2.171,13,1,2,0,1,1
835889,25.854,14,3,1,2,2,2
1233184,27.525,15,0,3,2,3,2
1175264,10.243,16,4,2,1,1,2
759979,8.316,17,1,0,1,3,0
1273565,24.943,18,2,3,2,1,1
1209889,8.805,19,1,2,1,3,1
1175264,27.068,2,1,2,2,2,2
304441,25.173,20,2,0,2,3,2
1175264,27.062,21,1,2,2,3,2
2117029,1.993,22,3,2,0,1,0
625824,1.99,23,3,1,0,3,1
599771,2.661,24,0,1,0,0,2
858453,25.344,25,3,1,2,3,1
308887,8.264,26,4,0,1,3,1
1483350,25.322,27,2,1,2,2,0
835889,9.109,28,1,1,1,1,2
625824,1.858,29,2,1,0,0,1
1273565,8.335,3,3,3,1,0,1
625824,1.864,30,1,1,0,2,1
1273565,8.396,31,4,3,1,3,1
2802330,1.527,32,4,3,0,1,0
1233184,10.743,33,4,3,1,2,2
304441,25.2,34,4,0,2,2,2
2430477,8.473,35,1,2,1,0,0
2855040,7.901,36,1,3,1,0,0
1175264,26.929,37,0,2,2,0,2
1483350,8.346,38,4,1,1,1,0
1358893,3.457,39,0,3,0,0,2
2117029,2.038,4,2,2,0,1,0
1273565,25.07,40,0,3,2,0,1
1233184,10.604,41,1,3,1,0,2
858453,8.595,42,3,1,1,2,1
1197963,2.228,43,1,2,0,2,1
2430477,8.564,44,2,2,1,2,0
1233184,27.36,45,1,3,2,1,2
304441,25.264,46,0,0,2,2,2
599771,2.699,47,2,1,0,2,2
1273565,8.306,48,3,3,1,2,1
1209889,25.341,49,4,2,2,3,1
1197963,2.246,5,0,2,0,3,1
1483350,25.358,50,0,1,2,0,0
1209889,8.711,51,3,2,1,1,1
625824,1.828,52,0,1,0,0,1
858453,25.251,53,3,1,2,2,1
308887,24.975,54,0,0,2,2,1
304441,25.115,55,3,0,2,0,2
2430477,8.503,56,1,2,1,2,0
304441,25.202,57,0,0,2,3,2
599771,2.681,58,1,1,0,2,2
2855040,24.649,59,3,3,2,0,0
2430477,8.528,6,3,2,1,3,0
1483350,24.868,60,3,1,2,2,0
308887,8.285,61,3,0,1,1,1
1273565,25.021,62,2,3,2,2,1
2430477,25.363,63,0,2,2,0,0
599771,2.606,64,4,1,0,0,2
1209889,25.377,65,3,2,2,0,1
625824,1.827,66,3,1,0,0,1
2430477,25.372,67,2,2,2,2,0
1175264,26.833,68,4,2,2,3,2
1175264,10.252,69,2,2,1,2,2
1209889,25.626,7,2,2,2,0,1
858453,8.521,70,1,1,1,1,1
858453,8.53,71,0,1,1,2,1
195925,1.716,72,4,0,0,2,1
304441,8.572,73,2,0,1,3,2
1386657,1.822,74,1,3,0,0,1
599065,1.69,75,2,0,0,1,0
1386657,1.835,76,3,3,0,0,1
1197963,2.129,77,0,2,0,1,1
1273565,8.387,78,2,3,1,2,1
1063221,1.733,79,3,1,0,0,0
759979,8.333,8,4,0,1,1,0
1063221,1.691,80,0,1,0,0,0
304441,8.468,81,0,0,1,0,2
599065,1.659,82,1,0,0,2,0
1273565,25.08,83,2,3,2,0,1
1209889,25.3,84,3,2,2,2,1
308887,24.885,85,0,0,2,0,1
759979,8.153,86,3,0,1,2,0
2430477,25.368,87,2,2,2,1,0
1175264,10.165,88,3,2,1,2,2
1233184,10.716,89,4,3,1,0,2
1175264,27.154,9,0,2,2,2,2
1175264,10.227,90,4,2,1,2,2
195925,1.655,91,2,0,0,1,1
1483350,8.41,92,4,1,1,0,0
599771,2.688,93,4,1,0,1,2
1358893,3.549,94,1,3,0,3,2
304441,8.488,95,3,0,1,1,2
190992,2.031,96,3,0,0,3,2
1233184,27.538,97,0,3,2,1,2
1273565,25.158,98,0,3,2,1,1
1209889,8.768,99,2,2,1,3,1
