size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
373558,3.516,0,4,2,2,0,0
147317,1.351,1,0,0,1,2,0
147317,1.345,10,1,0,1,1,0
138190,3.569,11,2,1,2,1,1
56322,3.597,12,1,0,2,0,2
169940,0.403,13,1,2,0,1,1
135813,3.581,14,3,1,2,2,2
169593,3.758,15,0,3,2,3,2
166538,1.425,16,4,2,1,1,2
147317,1.39,17,1,0,1,3,0
177320,3.526,18,2,3,2,1,1
170479,1.447,19,1,2,1,3,1
166538,3.688,2,1,2,2,2,2
56322,3.658,20,2,0,2,3,2
166538,3.661,21,1,2,2,3,2
345291,0.42,22,3,2,0,1,0
106401,0.446,23,3,1,0,3,1
103778,0.506,24,0,1,0,0,2
138190,3.709,25,3,1,2,3,1
57452,1.399,26,4,0,1,3,1
280205,3.536,27,2,1,2,2,0
135813,1.376,28,1,1,1,1,2
106401,0.401,29,2,1,0,0,1
177320,1.317,3,3,3,1,0,1
106401,0.446,30,1,1,0,2,1
177320,1.427,31,4,3,1,3,1
397740,0.351,32,4,3,0,1,0
169593,1.586,33,4,3,1,2,2
56322,3.649,34,4,0,2,2,2
373558,1.322,35,1,2,1,0,0
404071,1.266,36,1,3,1,0,0
166538,3.618,37,0,2,2,0,2
280205,1.327,38,4,1,1,1,0
181073,0.53,39,0,3,0,0,2
345291,0.386,4,2,2,0,1,0
177320,3.699,40,0,3,2,0,1
169593,1.516,41,1,3,1,0,2
138190,1.457,42,3,1,1,2,1
169940,0.45,43,1,2,0,2,1
373558,1.38,44,2,2,1,2,0
169593,3.865,45,1,3,2,1,2
56322,3.555,46,0,0,2,2,2
103778,0.532,47,2,1,0,2,2
177320,1.314,48,3,3,1,2,1
170479,3.583,49,4,2,2,3,1
169940,0.45,5,0,2,0,3,1
280205,3.613,50,0,1,2,0,0
170479,1.324,51,3,2,1,1,1
106401,0.376,52,0,1,0,0,1
138190,3.613,53,3,1,2,2,1
57452,3.552,54,0,0,2,2,1
56322,3.545,55,3,0,2,0,2
373558,1.329,56,1,2,1,2,0
56322,3.549,57,0,0,2,3,2
103778,0.51,58,1,1,0,2,2
404071,3.463,59,3,3,2,0,0
373558,1.384,6,3,2,1,3,0
280205,3.545,60,3,1,2,2,0
57452,1.298,61,3,0,1,1,1
177320,3.521,62,2,3,2,2,1
373558,3.503,63,0,2,2,0,0
103778,0.501,64,4,1,0,0,2
170479,3.584,65,3,2,2,0,1
106401,0.405,66,3,1,0,0,1
373558,3.674,67,2,2,2,2,0
166538,3.73,68,4,2,2,3,2
166538,1.448,69,2,2,1,2,2
170479,3.508,7,2,2,2,0,1
138190,1.375,70,1,1,1,1,1
138190,1.381,71,0,1,1,2,1
30879,0.416,72,4,0,0,2,1
56322,1.421,73,2,0,1,3,2
187411,0.386,74,1,3,0,0,1
110786,0.355,75,2,0,0,1,0
187411,0.394,76,3,3,0,0,1
169940,0.449,77,0,2,0,1,1
177320,1.436,78,2,3,1,2,1
214305,0.444,79,3,1,0,0,0
147317,1.425,8,4,0,1,1,0
214305,0.444,80,0,1,0,0,0
56322,1.497,81,0,0,1,0,2
110786,0.454,82,1,0,0,2,0
177320,3.599,83,2,3,2,0,1
170479,3.555,84,3,2,2,2,1
57452,3.582,85,0,0,2,0,1
147317,1.326,86,3,0,1,2,0
373558,3.5,87,2,2,2,1,0
166538,1.439,88,3,2,1,2,2
169593,1.471,89,4,3,1,0,2
166538,3.686,9,0,2,2,2,2
166538,1.468,90,4,2,1,2,2
30879,0.402,91,2,0,0,1,1
280205,1.447,92,4,1,1,0,0
103778,0.502,93,4,1,0,1,2
181073,0.563,94,1,3,0,3,2
56322,1.405,95,3,0,1,1,2
29918,0.462,96,3,0,0,3,2
169593,3.811,97,0,3,2,1,2
177320,3.557,98,0,3,2,1,1
170479,1.365,99,2,2,1,3,1
