size,time,configurationID,memory_r,posterize_r,gaussian-blur,thread,quality
122587,0.999,0,4,2,2,0,0
69436,0.455,1,0,0,1,2,0
69436,0.41,10,1,0,1,1,0
48458,1.049,11,2,1,2,1,1
41236,1.073,12,1,0,2,0,2
52547,0.185,13,1,2,0,1,1
48021,1.157,14,3,1,2,2,2
53575,1.048,15,0,3,2,3,2
51592,0.469,16,4,2,1,1,2
69436,0.47,17,1,0,1,3,0
54235,1.003,18,2,3,2,1,1
52314,0.48,19,1,2,1,3,1
51592,1.075,2,1,2,2,2,2
41236,1.059,20,2,0,2,3,2
51592,1.058,21,1,2,2,3,2
112473,0.174,22,3,2,0,1,0
41360,0.184,23,3,1,0,3,1
40873,0.207,24,0,1,0,0,2
48458,1.051,25,3,1,2,3,1
41885,0.454,26,4,0,1,3,1
100533,1.071,27,2,1,2,2,0
48021,0.436,28,1,1,1,1,2
41360,0.214,29,2,1,0,0,1
54235,0.451,3,3,3,1,0,1
41360,0.231,30,1,1,0,2,1
54235,0.431,31,4,3,1,3,1
128195,0.16,32,4,3,0,1,0
53575,0.53,33,4,3,1,2,2
41236,1.11,34,4,0,2,2,2
122587,0.529,35,1,2,1,0,0
130872,0.438,36,1,3,1,0,0
51592,1.083,37,0,2,2,0,2
100533,0.449,38,4,1,1,1,0
55055,0.138,39,0,3,0,0,2
112473,0.203,4,2,2,0,1,0
54235,1.117,40,0,3,2,0,1
53575,0.426,41,1,3,1,0,2
48458,0.437,42,3,1,1,2,1
52547,0.234,43,1,2,0,2,1
122587,0.475,44,2,2,1,2,0
53575,1.03,45,1,3,2,1,2
41236,1.06,46,0,0,2,2,2
40873,0.198,47,2,1,0,2,2
54235,0.418,48,3,3,1,2,1
52314,1.08,49,4,2,2,3,1
52547,0.208,5,0,2,0,3,1
100533,1.081,50,0,1,2,0,0
52314,0.421,51,3,2,1,1,1
41360,0.201,52,0,1,0,0,1
48458,1.02,53,3,1,2,2,1
41885,1.049,54,0,0,2,2,1
41236,1.013,55,3,0,2,0,2
122587,0.465,56,1,2,1,2,0
41236,1.106,57,0,0,2,3,2
40873,0.255,58,1,1,0,2,2
130872,1.054,59,3,3,2,0,0
122587,0.467,6,3,2,1,3,0
100533,1.047,60,3,1,2,2,0
41885,0.504,61,3,0,1,1,1
54235,1.007,62,2,3,2,2,1
122587,1.046,63,0,2,2,0,0
40873,0.21,64,4,1,0,0,2
52314,1.022,65,3,2,2,0,1
41360,0.188,66,3,1,0,0,1
122587,1.038,67,2,2,2,2,0
51592,1.046,68,4,2,2,3,2
51592,0.51,69,2,2,1,2,2
52314,0.99,7,2,2,2,0,1
48458,0.458,70,1,1,1,1,1
48458,0.512,71,0,1,1,2,1
24482,0.2,72,4,0,0,2,1
41236,0.471,73,2,0,1,3,2
55577,0.187,74,1,3,0,0,1
43033,0.172,75,2,0,0,1,0
55577,0.166,76,3,3,0,0,1
52547,0.191,77,0,2,0,1,1
54235,0.488,78,2,3,1,2,1
73714,0.204,79,3,1,0,0,0
69436,0.457,8,4,0,1,1,0
73714,0.213,80,0,1,0,0,0
41236,0.473,81,0,0,1,0,2
43033,0.217,82,1,0,0,2,0
54235,1.052,83,2,3,2,0,1
52314,1.102,84,3,2,2,2,1
41885,1.018,85,0,0,2,0,1
69436,0.465,86,3,0,1,2,0
122587,1.071,87,2,2,2,1,0
51592,0.469,88,3,2,1,2,2
53575,0.487,89,4,3,1,0,2
51592,1.121,9,0,2,2,2,2
51592,0.478,90,4,2,1,2,2
24482,0.18,91,2,0,0,1,1
100533,0.441,92,4,1,1,0,0
40873,0.204,93,4,1,0,1,2
55055,0.205,94,1,3,0,3,2
41236,0.502,95,3,0,1,1,2
23292,0.234,96,3,0,0,3,2
53575,1.059,97,0,3,2,1,2
54235,0.997,98,0,3,2,1,1
52314,0.439,99,2,2,1,3,1
