configurationID,optim,-floop-interchange,-fprefetch-loop-arrays,-ffloat-store,-fno-asm,size,ctime,exec
0,-O2,1,1,0,0,17552,0.119,0.799112
1,-Og,1,1,0,1,17728,0.083,0.798104
10,-O1,0,1,1,0,17584,0.099,0.331908
11,-Ofast,1,1,1,1,19112,0.155,0.190692
12,-O2,1,0,0,1,21648,0.165,0.792439
13,-Ofast,1,0,1,0,19112,0.156,0.377745
14,-Ofast,1,0,1,1,19112,0.16,0.38006999999999996
15,-O1,0,0,1,0,17584,0.126,0.33129000000000003
16,-O2,0,0,0,1,21648,0.159,0.821868
17,-O2,0,1,1,1,17552,0.122,0.33641
18,-O0,1,1,0,0,17752,0.061,1.4271690000000001
19,-O0,1,1,1,1,17752,0.064,0.930214
2,-Og,0,1,0,0,17728,0.076,0.812084
20,-O0,1,1,0,1,17752,0.062,1.424722
21,-Og,0,0,0,0,17728,0.087,0.8152050000000001
22,-O2,1,1,1,0,17552,0.124,0.330288
23,-O1,0,1,0,0,17584,0.097,0.79396
24,-O1,0,0,0,1,21680,0.138,0.869201
25,-O0,0,1,0,0,17752,0.074,1.476207
26,-Og,0,1,1,1,17728,0.083,0.403908
27,-O0,1,0,0,0,17752,0.075,1.4691610000000002
28,-O1,0,0,1,1,17584,0.131,0.376306
29,-O0,1,1,1,0,17752,0.073,1.014227
3,-O0,1,0,1,0,17752,0.065,1.013775
30,-O1,1,0,0,0,21680,0.137,0.8878459999999999
31,-O2,0,1,1,0,17552,0.126,0.370327
32,-O0,0,1,0,1,17752,0.073,1.4515799999999999
33,-O2,1,1,1,1,17552,0.147,0.377303
34,-O0,0,0,0,0,17752,0.084,1.4545379999999999
35,-Ofast,0,1,0,1,23208,0.179,0.6377010000000001
36,-Og,1,0,1,1,17728,0.081,0.392889
37,-Og,1,1,0,0,17728,0.087,0.8205790000000001
38,-Og,1,0,0,1,17728,0.085,0.8262889999999999
39,-Ofast,0,0,1,1,19112,0.17,0.376882
4,-O2,0,0,0,0,21648,0.158,0.801342
40,-O2,1,0,0,0,21648,0.157,0.788998
41,-O2,1,1,0,1,17552,0.119,0.7955270000000001
42,-O1,1,1,1,0,17584,0.105,0.332507
43,-O0,0,1,1,0,17752,0.065,0.9201309999999999
44,-O2,0,1,0,0,17552,0.125,0.794533
45,-Og,0,1,0,1,17728,0.084,0.807469
46,-Og,1,0,1,0,17728,0.082,0.352503
47,-O2,1,0,1,0,17552,0.15,0.331136
48,-O1,1,0,1,0,17584,0.129,0.330733
49,-Ofast,0,1,0,0,23208,0.168,0.561751
5,-Ofast,0,1,1,1,19112,0.15,0.194779
50,-Ofast,0,1,1,0,19112,0.145,0.189645
51,-Og,1,1,1,1,17728,0.076,0.354613
52,-Ofast,1,1,0,0,23208,0.154,0.568615
53,-Og,0,0,0,1,17728,0.093,0.808385
54,-Og,0,1,1,0,17728,0.071,0.362394
55,-O0,0,0,1,0,17752,0.071,0.9591040000000001
56,-Og,0,0,1,1,17728,0.078,0.37454699999999996
57,-O0,0,0,0,1,17752,0.065,1.34991
58,-O1,0,1,1,1,17584,0.102,0.336067
59,-O1,1,1,1,1,17584,0.107,0.361817
6,-Ofast,1,0,0,0,23208,0.207,0.7634270000000001
60,-Ofast,1,1,1,0,19112,0.171,0.20949600000000002
61,-Og,1,0,0,0,17728,0.098,0.8823129999999999
62,-Og,0,0,1,0,17728,0.074,0.389823
63,-Ofast,0,0,1,0,19112,0.194,0.424986
64,-Ofast,0,0,0,1,23208,0.2,0.758994
65,-O1,1,1,0,0,17584,0.107,0.799692
66,-Ofast,0,0,0,0,23208,0.197,0.697753
67,-O0,1,0,1,1,17752,0.075,0.9920389999999999
68,-O2,0,1,0,1,17552,0.119,0.796192
69,-O1,1,1,0,1,17584,0.111,0.824694
7,-O0,0,0,1,1,17752,0.064,0.9530270000000001
70,-O0,0,1,1,1,17752,0.058,0.996958
71,-O0,1,0,0,1,17752,0.073,1.29738
72,-O2,0,0,1,0,17552,0.135,0.33170900000000003
73,-O2,0,0,1,1,17552,0.137,0.330173
74,-O1,0,1,0,1,17584,0.111,0.792776
75,-O1,1,0,0,1,21680,0.122,0.818959
76,-O2,1,0,1,1,17552,0.142,0.330703
77,-Og,1,1,1,0,17728,0.078,0.37428
78,-O1,0,0,0,0,21680,0.123,0.797259
79,-O1,1,0,1,1,17584,0.12,0.331667
8,-Ofast,1,0,0,1,23208,0.194,0.704084
9,-Ofast,1,1,0,1,23208,0.178,0.562049
