configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 85847 , 8520.9 , 16
1,1,3,0,1,4,1000,1,1,3,2, 85053 , 8480.0 , 16
10,0,2,0,2,2,-1,1,2,3,1, 84669 , 8452.8 , 16
11,0,1,0,3,2,1000,1,1,3,2, 90700 , 9016.5 , 17
12,1,3,0,5,0,-1,1,2,2,1, 89972 , 8997.0 , 17
13,0,2,1,3,1,1000,1,2,3,1, 90018 , 8985.6 , 17
14,1,2,0,1,4,-1,1,1,2,3, 86799 , 8678.1 , 16
15,0,3,0,3,4,1000,2,2,1,2, 89065 , 8895.7 , 17
16,1,2,1,1,4,-1,2,2,1,1, 85699 , 8567.2 , 16
17,1,1,1,2,-1,1000,1,1,3,1, 81390 , 8127.3 , 16
18,1,1,1,4,4,-1,1,3,2,2, 85556 , 8519.2 , 16
19,1,3,1,2,1,-1,2,1,3,3, 79768 , 7889.1 , 15
2,1,2,1,3,-1,1000,1,1,3,3, 78357 , 7823.2 , 15
20,0,3,0,4,0,-1,1,2,1,2, 90019 , 8937.5 , 17
21,1,2,0,2,4,-1,2,3,3,3, 85009 , 8460.2 , 16
22,0,1,0,5,1,-1,1,2,1,3, 85587 , 8499.1 , 17
23,1,1,1,4,0,-1,1,2,3,3, 87800 , 8775.1 , 16
24,1,1,0,2,0,-1,1,1,2,3, 83033 , 8257.1 , 16
25,0,1,1,5,0,-1,1,3,2,3, 95815 , 9534.3 , 18
26,1,3,0,3,0,-1,2,1,2,3, 83822 , 8323.8 , 16
27,0,1,0,4,3,1000,1,3,2,3, 92380 , 9216.9 , 17
28,1,1,0,1,3,-1,2,3,3,2, 86644 , 8645.6 , 17
29,1,3,1,1,4,1000,2,1,2,3, 90689 , 9056.0 , 17
3,0,3,0,4,1,1000,1,3,2,2, 84340 , 8413.2 , 16
30,0,3,0,3,4,1000,2,3,1,1, 86307 , 8568.2 , 17
31,1,2,0,2,4,-1,2,3,3,1, 93128 , 9257.4 , 18
32,1,2,1,1,3,-1,2,2,2,3, 91004 , 9064.6 , 17
33,1,1,0,4,1,-1,2,3,1,2, 87930 , 8745.3 , 17
34,1,1,1,4,3,1000,2,2,2,2, 84978 , 8465.1 , 15
35,1,2,0,5,4,1000,2,1,1,3, 86266 , 8563.4 , 16
36,1,3,0,3,-1,-1,1,3,1,3, 89516 , 8944.2 , 17
37,0,2,1,4,-1,-1,2,2,3,2, 89294 , 8895.7 , 17
38,0,2,0,2,1,-1,2,3,1,3, 86019 , 8532.8 , 16
39,0,2,1,2,0,-1,1,3,3,3, 92522 , 9185.2 , 17
4,0,1,1,5,4,1000,1,1,1,2, 80634 , 8031.9 , 16
40,0,3,0,3,3,1000,1,1,1,1, 86759 , 8649.6 , 16
41,1,2,0,4,3,1000,1,1,3,2, 89286 , 8927.5 , 17
42,1,1,0,2,0,1000,1,3,3,3, 86217 , 8558.9 , 17
43,0,3,1,4,-1,-1,1,3,1,3, 93053 , 9247.7 , 18
44,0,3,0,3,0,1000,1,2,2,2, 84984 , 8463.9 , 16
45,0,2,1,5,1,1000,1,2,3,1, 87584 , 8749.4 , 16
46,1,1,0,5,2,-1,2,2,2,3, 80315 , 7995.1 , 15
47,0,2,0,5,4,-1,2,2,2,3, 85754 , 8526.3 , 16
48,0,3,0,1,3,-1,1,2,2,2, 84105 , 8391.3 , 16
49,1,1,1,3,-1,-1,2,1,2,1, 84776 , 8430.5 , 16
5,1,2,1,5,-1,1000,1,2,3,3, 88635 , 8850.1 , 17
50,1,3,1,5,3,-1,1,2,3,3, 88635 , 8854.6 , 17
51,1,3,0,4,0,1000,1,1,3,2, 88381 , 8789.4 , 17
52,1,1,0,1,4,1000,2,3,1,3, 86522 , 8594.0 , 17
53,0,1,0,4,3,-1,2,3,1,1, 86726 , 8619.9 , 17
54,0,1,0,2,-1,-1,2,3,3,1, 87186 , 8669.7 , 16
55,1,3,1,5,1,1000,1,1,3,3, 82237 , 8201.3 , 16
56,1,3,0,2,3,1000,1,1,1,2, 89966 , 8950.7 , 17
57,1,2,1,2,2,1000,2,1,1,3, 90768 , 9016.3 , 17
58,0,1,1,1,3,-1,1,1,2,2, 80444 , 8016.4 , 15
59,1,2,1,4,0,-1,2,2,1,3, 90095 , 8997.0 , 17
6,0,1,0,2,3,1000,2,2,1,1, 79164 , 7889.9 , 15
60,1,1,1,1,2,-1,1,3,1,2, 86122 , 8579.3 , 16
61,0,1,1,3,0,-1,1,2,1,3, 88871 , 8891.4 , 17
62,1,2,0,4,1,-1,1,1,2,3, 87918 , 8787.7 , 16
63,1,3,0,4,1,-1,1,1,3,3, 82513 , 8243.0 , 16
64,1,3,0,5,3,-1,2,1,3,1, 85871 , 8535.5 , 16
65,0,1,1,2,3,1000,1,2,2,1, 79622 , 7951.3 , 15
66,0,3,1,2,0,1000,1,1,3,3, 85483 , 8533.2 , 16
67,0,3,0,4,3,1000,1,2,1,2, 90019 , 8977.2 , 17
68,1,3,1,3,4,-1,2,2,2,3, 83366 , 8329.7 , 16
69,0,1,1,4,2,1000,2,3,3,2, 88090 , 8768.1 , 17
7,1,2,1,4,3,1000,2,1,1,3, 87255 , 8703.1 , 17
70,1,1,1,3,0,-1,1,1,3,1, 83615 , 8339.0 , 16
71,1,2,1,3,1,-1,1,2,1,1, 78414 , 7794.4 , 15
72,1,2,1,2,-1,1000,1,2,2,2, 90019 , 8980.9 , 17
73,0,1,1,3,3,1000,2,3,1,3, 87988 , 8741.3 , 16
74,1,1,0,5,1,-1,2,1,2,3, 86849 , 8661.4 , 16
75,1,3,0,2,4,-1,2,2,2,1, 85371 , 8493.2 , 16
76,0,1,1,2,4,-1,2,2,3,3, 88931 , 8855.9 , 16
77,0,3,0,2,0,-1,1,2,3,3, 86242 , 8591.6 , 17
78,1,3,1,3,3,-1,2,3,1,3, 87109 , 8702.0 , 16
79,0,2,1,1,1,-1,1,2,3,3, 87410 , 8685.6 , 16
8,1,1,0,5,0,1000,1,2,2,3, 83855 , 8343.1 , 16
80,1,1,1,2,0,1000,2,1,2,2, 90008 , 8992.2 , 17
81,1,2,1,3,3,-1,2,3,2,2, 90584 , 8996.2 , 17
82,0,2,0,2,0,-1,2,3,1,1, 84545 , 8437.4 , 16
83,1,3,0,3,4,1000,2,3,1,2, 87017 , 8692.0 , 17
84,0,2,1,1,1,1000,1,1,1,2, 78985 , 7871.8 , 15
85,0,3,0,5,2,1000,2,2,2,3, 89067 , 8883.1 , 17
86,0,1,0,5,1,-1,2,2,3,3, 89992 , 8983.0 , 17
87,0,1,0,4,1,1000,1,2,3,2, 86589 , 8596.4 , 17
88,1,3,0,5,4,1000,1,3,3,2, 94683 , 9417.7 , 18
89,1,2,1,4,-1,-1,1,1,1,2, 81357 , 8094.4 , 16
9,0,1,0,1,0,1000,1,1,2,3, 92080 , 9201.2 , 17
90,1,1,1,1,3,1000,1,1,1,3, 81441 , 8133.0 , 16
91,1,3,1,1,1,-1,2,2,1,1, 85699 , 8543.4 , 16
92,0,3,0,3,1,-1,2,1,1,2, 89643 , 8963.8 , 17
93,1,2,0,5,4,-1,2,1,3,3, 81320 , 8097.1 , 15
94,1,2,0,5,4,1000,1,2,1,1, 84141 , 8358.2 , 16
95,1,1,0,1,0,-1,1,1,1,2, 82788 , 8274.1 , 16
96,0,1,0,5,2,-1,1,3,1,1, 87013 , 8701.0 , 16
97,0,2,1,5,2,1000,1,2,2,2, 90019 , 8983.1 , 17
98,0,1,1,5,3,1000,1,3,3,2, 95933 , 9544.1 , 18
99,0,2,0,1,0,1000,1,3,3,2, 91654 , 9156.9 , 17
