configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 0 , 0.0 , 0
1,1,3,0,1,4,1000,1,1,3,2, 54 , 10.8 , 0
10,0,2,0,2,2,-1,1,2,3,1, 3003 , 329.0 , 0
11,0,1,0,3,2,1000,1,1,3,2, 1000 , 183.3 , 0
12,1,3,0,5,0,-1,1,2,2,1, 0 , 0.0 , 0
13,0,2,1,3,1,1000,1,2,3,1, 1000 , 186.3 , 0
14,1,2,0,1,4,-1,1,1,2,3, 0 , 0.0 , 0
15,0,3,0,3,4,1000,2,2,1,2, 1000 , 182.4 , 0
16,1,2,1,1,4,-1,2,2,1,1, 0 , 0.0 , 0
17,1,1,1,2,-1,1000,1,1,3,1, 0 , 0.0 , 0
18,1,1,1,4,4,-1,1,3,2,2, 11292 , 1126.9 , 3
19,1,3,1,2,1,-1,2,1,3,3, 0 , 0.0 , 0
2,1,2,1,3,-1,1000,1,1,3,3, 0 , 0.0 , 0
20,0,3,0,4,0,-1,1,2,1,2, 0 , 0.0 , 0
21,1,2,0,2,4,-1,2,3,3,3, 52 , 10.4 , 0
22,0,1,0,5,1,-1,1,2,1,3, 0 , 0.0 , 0
23,1,1,1,4,0,-1,1,2,3,3, 0 , 0.0 , 0
24,1,1,0,2,0,-1,1,1,2,3, 0 , 0.0 , 0
25,0,1,1,5,0,-1,1,3,2,3, 3053 , 300.1 , 0
26,1,3,0,3,0,-1,2,1,2,3, 0 , 0.0 , 0
27,0,1,0,4,3,1000,1,3,2,3, 1000 , 183.2 , 0
28,1,1,0,1,3,-1,2,3,3,2, 0 , 0.0 , 0
29,1,3,1,1,4,1000,2,1,2,3, 0 , 0.0 , 0
3,0,3,0,4,1,1000,1,3,2,2, 3019 , 299.6 , 0
30,0,3,0,3,4,1000,2,3,1,1, 0 , 0.0 , 0
31,1,2,0,2,4,-1,2,3,3,1, 3007 , 300.3 , 0
32,1,2,1,1,3,-1,2,2,2,3, 0 , 0.0 , 0
33,1,1,0,4,1,-1,2,3,1,2, 3007 , 299.9 , 0
34,1,1,1,4,3,1000,2,2,2,2, 0 , 0.0 , 0
35,1,2,0,5,4,1000,2,1,1,3, 78 , 15.6 , 0
36,1,3,0,3,-1,-1,1,3,1,3, 0 , 0.0 , 0
37,0,2,1,4,-1,-1,2,2,3,2, 1000 , 187.0 , 0
38,0,2,0,2,1,-1,2,3,1,3, 0 , 0.0 , 0
39,0,2,1,2,0,-1,1,3,3,3, 884 , 175.4 , 0
4,0,1,1,5,4,1000,1,1,1,2, 0 , 0.0 , 0
40,0,3,0,3,3,1000,1,1,1,1, 1000 , 182.3 , 0
41,1,2,0,4,3,1000,1,1,3,2, 0 , 0.0 , 0
42,1,1,0,2,0,1000,1,3,3,3, 117 , 23.2 , 0
43,0,3,1,4,-1,-1,1,3,1,3, 0 , 0.0 , 0
44,0,3,0,3,0,1000,1,2,2,2, 1000 , 183.0 , 0
45,0,2,1,5,1,1000,1,2,3,1, 0 , 0.0 , 0
46,1,1,0,5,2,-1,2,2,2,3, 0 , 0.0 , 0
47,0,2,0,5,4,-1,2,2,2,3, 3048 , 300.7 , 0
48,0,3,0,1,3,-1,1,2,2,2, 0 , 0.0 , 0
49,1,1,1,3,-1,-1,2,1,2,1, 0 , 0.0 , 0
5,1,2,1,5,-1,1000,1,2,3,3, 0 , 0.0 , 0
50,1,3,1,5,3,-1,1,2,3,3, 0 , 0.0 , 0
51,1,3,0,4,0,1000,1,1,3,2, 0 , 0.0 , 0
52,1,1,0,1,4,1000,2,3,1,3, 0 , 0.0 , 0
53,0,1,0,4,3,-1,2,3,1,1, 0 , 0.0 , 0
54,0,1,0,2,-1,-1,2,3,3,1, 3048 , 302.0 , 0
55,1,3,1,5,1,1000,1,1,3,3, 0 , 0.0 , 0
56,1,3,0,2,3,1000,1,1,1,2, 31 , 6.2 , 0
57,1,2,1,2,2,1000,2,1,1,3, 0 , 0.0 , 0
58,0,1,1,1,3,-1,1,1,2,2, 771 , 153.1 , 0
59,1,2,1,4,0,-1,2,2,1,3, 0 , 0.0 , 0
6,0,1,0,2,3,1000,2,2,1,1, 1000 , 183.0 , 0
60,1,1,1,1,2,-1,1,3,1,2, 0 , 0.0 , 0
61,0,1,1,3,0,-1,1,2,1,3, 3053 , 298.5 , 0
62,1,2,0,4,1,-1,1,1,2,3, 0 , 0.0 , 0
63,1,3,0,4,1,-1,1,1,3,3, 3000 , 295.0 , 0
64,1,3,0,5,3,-1,2,1,3,1, 0 , 0.0 , 0
65,0,1,1,2,3,1000,1,2,2,1, 1000 , 186.1 , 0
