configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 3021 , 301.5 , 0
1,1,3,0,1,4,1000,1,1,3,2, 4702 , 469.1 , 0
10,0,2,0,2,2,-1,1,2,3,1, 7667 , 763.5 , 1
11,0,1,0,3,2,1000,1,1,3,2, 7668 , 763.8 , 1
12,1,3,0,5,0,-1,1,2,2,1, 5026 , 501.1 , 0
13,0,2,1,3,1,1000,1,2,3,1, 5016 , 499.7 , 0
14,1,2,0,1,4,-1,1,1,2,3, 5014 , 498.3 , 0
15,0,3,0,3,4,1000,2,2,1,2, 4984 , 496.7 , 0
16,1,2,1,1,4,-1,2,2,1,1, 5020 , 499.6 , 0
17,1,1,1,2,-1,1000,1,1,3,1, 5035 , 502.2 , 1
18,1,1,1,4,4,-1,1,3,2,2, 5035 , 501.5 , 0
19,1,3,1,2,1,-1,2,1,3,3, 5019 , 499.1 , 0
2,1,2,1,3,-1,1000,1,1,3,3, 5034 , 500.4 , 0
20,0,3,0,4,0,-1,1,2,1,2, 7668 , 764.0 , 1
21,1,2,0,2,4,-1,2,3,3,3, 3021 , 300.7 , 0
22,0,1,0,5,1,-1,1,2,1,3, 7668 , 764.6 , 1
23,1,1,1,4,0,-1,1,2,3,3, 5034 , 500.4 , 0
24,1,1,0,2,0,-1,1,1,2,3, 5014 , 498.2 , 0
25,0,1,1,5,0,-1,1,3,2,3, 5015 , 498.1 , 0
26,1,3,0,3,0,-1,2,1,2,3, 3020 , 301.3 , 0
27,0,1,0,4,3,1000,1,3,2,3, 7667 , 763.4 , 1
28,1,1,0,1,3,-1,2,3,3,2, 3020 , 301.3 , 0
29,1,3,1,1,4,1000,2,1,2,3, 5018 , 500.3 , 0
3,0,3,0,4,1,1000,1,3,2,2, 7606 , 758.2 , 1
30,0,3,0,3,4,1000,2,3,1,1, 5005 , 497.5 , 0
31,1,2,0,2,4,-1,2,3,3,1, 3021 , 301.5 , 0
32,1,2,1,1,3,-1,2,2,2,3, 5020 , 499.4 , 0
33,1,1,0,4,1,-1,2,3,1,2, 3020 , 301.2 , 0
34,1,1,1,4,3,1000,2,2,2,2, 5018 , 499.0 , 0
35,1,2,0,5,4,1000,2,1,1,3, 3023 , 301.6 , 0
36,1,3,0,3,-1,-1,1,3,1,3, 5014 , 499.7 , 0
37,0,2,1,4,-1,-1,2,2,3,2, 5047 , 504.5 , 0
38,0,2,0,2,1,-1,2,3,1,3, 5004 , 499.0 , 0
39,0,2,1,2,0,-1,1,3,3,3, 5014 , 497.8 , 0
4,0,1,1,5,4,1000,1,1,1,2, 5015 , 500.0 , 1
40,0,3,0,3,3,1000,1,1,1,1, 7668 , 764.8 , 1
41,1,2,0,4,3,1000,1,1,3,2, 5014 , 499.6 , 0
42,1,1,0,2,0,1000,1,3,3,3, 4708 , 468.3 , 0
43,0,3,1,4,-1,-1,1,3,1,3, 5017 , 498.9 , 0
