configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 208419 , 20790.1 , 42
1,1,3,0,1,4,1000,1,1,3,2, 206191 , 20583.0 , 41
10,0,2,0,2,2,-1,1,2,3,1, 197728 , 19615.1 , 40
11,0,1,0,3,2,1000,1,1,3,2, 203065 , 20226.6 , 41
12,1,3,0,5,0,-1,1,2,2,1, 201891 , 20183.0 , 40
13,0,2,1,3,1,1000,1,2,3,1, 194954 , 19378.6 , 40
14,1,2,0,1,4,-1,1,1,2,3, 192835 , 19142.3 , 40
15,0,3,0,3,4,1000,2,2,1,2, 210235 , 21020.0 , 43
16,1,2,1,1,4,-1,2,2,1,1, 213831 , 21258.6 , 43
17,1,1,1,2,-1,1000,1,1,3,1, 202331 , 20150.5 , 41
18,1,1,1,4,4,-1,1,3,2,2, 200863 , 20001.7 , 41
19,1,3,1,2,1,-1,2,1,3,3, 208306 , 20729.4 , 42
2,1,2,1,3,-1,1000,1,1,3,3, 191836 , 19178.2 , 40
20,0,3,0,4,0,-1,1,2,1,2, 198000 , 19630.0 , 40
21,1,2,0,2,4,-1,2,3,3,3, 209161 , 20790.2 , 42
22,0,1,0,5,1,-1,1,2,1,3, 201366 , 20041.9 , 41
23,1,1,1,4,0,-1,1,2,3,3, 193367 , 19217.5 , 40
24,1,1,0,2,0,-1,1,1,2,3, 191699 , 19136.1 , 39
25,0,1,1,5,0,-1,1,3,2,3, 195206 , 19470.1 , 40
26,1,3,0,3,0,-1,2,1,2,3, 211371 , 21038.4 , 42
27,0,1,0,4,3,1000,1,3,2,3, 198505 , 19837.5 , 40
28,1,1,0,1,3,-1,2,3,3,2, 203541 , 20247.8 , 41
29,1,3,1,1,4,1000,2,1,2,3, 206261 , 20533.1 , 42
3,0,3,0,4,1,1000,1,3,2,2, 200991 , 19989.4 , 40
30,0,3,0,3,4,1000,2,3,1,1, 205265 , 20450.1 , 42
31,1,2,0,2,4,-1,2,3,3,1, 209472 , 20901.9 , 42
32,1,2,1,1,3,-1,2,2,2,3, 205056 , 20355.4 , 41
33,1,1,0,4,1,-1,2,3,1,2, 211642 , 21142.1 , 43
34,1,1,1,4,3,1000,2,2,2,2, 206969 , 20654.9 , 41
35,1,2,0,5,4,1000,2,1,1,3, 209188 , 20904.5 , 42
36,1,3,0,3,-1,-1,1,3,1,3, 196628 , 19466.5 , 40
37,0,2,1,4,-1,-1,2,2,3,2, 218605 , 21768.6 , 44
38,0,2,0,2,1,-1,2,3,1,3, 211700 , 21097.9 , 42
39,0,2,1,2,0,-1,1,3,3,3, 195407 , 19424.9 , 40
4,0,1,1,5,4,1000,1,1,1,2, 195259 , 19467.3 , 40
40,0,3,0,3,3,1000,1,1,1,1, 199002 , 19890.6 , 40
41,1,2,0,4,3,1000,1,1,3,2, 203065 , 20225.5 , 41
42,1,1,0,2,0,1000,1,3,3,3, 190128 , 18885.9 , 39
43,0,3,1,4,-1,-1,1,3,1,3, 193897 , 19389.6 , 40
44,0,3,0,3,0,1000,1,2,2,2, 200991 , 20007.3 , 40
45,0,2,1,5,1,1000,1,2,3,1, 192301 , 19070.8 , 39
46,1,1,0,5,2,-1,2,2,2,3, 208440 , 20739.3 , 42
47,0,2,0,5,4,-1,2,2,2,3, 201966 , 20192.0 , 41
48,0,3,0,1,3,-1,1,2,2,2, 200618 , 19923.0 , 41
49,1,1,1,3,-1,-1,2,1,2,1, 213665 , 21348.3 , 43
5,1,2,1,5,-1,1000,1,2,3,3, 192676 , 19184.4 , 40
50,1,3,1,5,3,-1,1,2,3,3, 192676 , 19238.4 , 40
51,1,3,0,4,0,1000,1,1,3,2, 203065 , 20235.4 , 41
52,1,1,0,1,4,1000,2,3,1,3, 205534 , 20535.3 , 42
53,0,1,0,4,3,-1,2,3,1,1, 206578 , 20608.8 , 42
54,0,1,0,2,-1,-1,2,3,3,1, 209472 , 20898.5 , 42
55,1,3,1,5,1,1000,1,1,3,3, 192676 , 19239.5 , 40
56,1,3,0,2,3,1000,1,1,1,2, 200898 , 19995.5 , 41
57,1,2,1,2,2,1000,2,1,1,3, 216449 , 21255.8 , 43
58,0,1,1,1,3,-1,1,1,2,2, 197919 , 19668.1 , 40
59,1,2,1,4,0,-1,2,2,1,3, 212426 , 21189.0 , 43
6,0,1,0,2,3,1000,2,2,1,1, 216581 , 21589.1 , 43
60,1,1,1,1,2,-1,1,3,1,2, 199313 , 19927.0 , 40
61,0,1,1,3,0,-1,1,2,1,3, 195395 , 19373.0 , 40
62,1,2,0,4,1,-1,1,1,2,3, 194572 , 19427.4 , 39
63,1,3,0,4,1,-1,1,1,3,3, 198382 , 19675.9 , 40
64,1,3,0,5,3,-1,2,1,3,1, 208768 , 20872.2 , 42
65,0,1,1,2,3,1000,1,2,2,1, 202639 , 20256.1 , 41
66,0,3,1,2,0,1000,1,1,3,3, 195407 , 19457.5 , 40
67,0,3,0,4,3,1000,1,2,1,2, 196492 , 19647.6 , 40
68,1,3,1,3,4,-1,2,2,2,3, 214703 , 21406.0 , 43
69,0,1,1,4,2,1000,2,3,3,2, 218605 , 21775.4 , 44
7,1,2,1,4,3,1000,2,1,1,3, 213730 , 21271.7 , 43
70,1,1,1,3,0,-1,1,1,3,1, 194954 , 19426.4 , 40
71,1,2,1,3,1,-1,1,2,1,1, 193840 , 19382.1 , 40
72,1,2,1,2,-1,1000,1,2,2,2, 198694 , 19852.3 , 40
73,0,1,1,3,3,1000,2,3,1,3, 213730 , 21280.2 , 43
74,1,1,0,5,1,-1,2,1,2,3, 207174 , 20696.0 , 41
75,1,3,0,2,4,-1,2,2,2,1, 208419 , 20777.4 , 42
76,0,1,1,2,4,-1,2,2,3,3, 211277 , 21108.4 , 42
77,0,3,0,2,0,-1,1,2,3,3, 198464 , 19691.1 , 40
78,1,3,1,3,3,-1,2,3,1,3, 213730 , 21295.0 , 43
79,0,2,1,1,1,-1,1,2,3,3, 193873 , 19251.9 , 39
8,1,1,0,5,0,1000,1,2,2,3, 201225 , 19950.8 , 41
80,1,1,1,2,0,1000,2,1,2,2, 213805 , 21242.1 , 43
81,1,2,1,3,3,-1,2,3,2,2, 206969 , 20652.0 , 41
82,0,2,0,2,0,-1,2,3,1,1, 215399 , 21470.0 , 43
83,1,3,0,3,4,1000,2,3,1,2, 210235 , 21010.7 , 43
84,0,2,1,1,1,1000,1,1,1,2, 199313 , 19849.3 , 40
85,0,3,0,5,2,1000,2,2,2,3, 208440 , 20804.7 , 42
86,0,1,0,5,1,-1,2,2,3,3, 204970 , 20406.3 , 41
87,0,1,0,4,1,1000,1,2,3,2, 204655 , 20334.9 , 41
88,1,3,0,5,4,1000,1,3,3,2, 205058 , 20445.2 , 41
89,1,2,1,4,-1,-1,1,1,1,2, 199567 , 19795.4 , 41
9,0,1,0,1,0,1000,1,1,2,3, 201858 , 20102.6 , 41
90,1,1,1,1,3,1000,1,1,1,3, 186767 , 18630.7 , 39
91,1,3,1,1,1,-1,2,2,1,1, 213831 , 21281.5 , 43
92,0,3,0,3,1,-1,2,1,1,2, 208865 , 20836.2 , 42
93,1,2,0,5,4,-1,2,1,3,3, 203110 , 20282.5 , 41
94,1,2,0,5,4,1000,1,2,1,1, 205670 , 20407.3 , 41
95,1,1,0,1,0,-1,1,1,1,2, 200671 , 19971.5 , 41
96,0,1,0,5,2,-1,1,3,1,1, 204320 , 20384.4 , 41
97,0,2,1,5,2,1000,1,2,2,2, 197753 , 19628.6 , 40
98,0,1,1,5,3,1000,1,3,3,2, 197847 , 19634.3 , 40
99,0,2,0,1,0,1000,1,3,3,2, 207650 , 20615.2 , 41
